日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,上海双建生化技术发展有限公司,其它,A股,3390500,0.59%,不变,--,002476
2017-09-30,中信建投证券股份有限公司,证券公司,A股,46951551,2.52%,不变,--,002477
2017-09-30,深圳市聚成企业管理顾问股份有限公司,其它,A股,34469622,1.85%,不变,--,002477
2017-09-30,江苏常宝投资发展有限公司,投资公司,A股,83945722,13.90%,不变,--,002478
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,9129000,1.51%,不变,--,002478
2017-09-30,浙江富春江通信集团有限公司,其它,A股,276764000,37.93%,不变,--,002479
2017-09-30,宁波富兴电力燃料有限公司,其它,A股,36485401,5.00%,不变,--,002479
2017-09-30,浙江省联业能源发展公司,其它,A股,10289359,1.41%,不变,--,002479
2017-09-30,新筑投资集团有限公司,投资公司,A股,150170655,23.43%,14164305,10.41%,002480
2017-09-30,广州广日股份有限公司,其它,A股,32268492,5.03%,不变,--,002480
2017-09-30,招商证券股份有限公司,证券公司,A股,21763460,3.40%,6248074,40.27%,002480
2017-09-30,重庆兴瑞亘泰企业管理咨询有限公司,其它,A股,17447600,2.72%,不变,--,002480
2017-09-30,新津聚英科技发展有限公司,其它,A股,16092000,2.51%,不变,--,002480
2017-09-30,广州金骏投资控股有限公司,投资公司,A股,15484335,2.42%,450000,2.99%,002480
2017-09-30,广州市城投投资有限公司,投资公司,A股,9415109,1.47%,387600,4.29%,002480
2017-09-30,新津新联投资管理中心(普通合伙),投资公司,A股,9003808,1.40%,不变,--,002480
2017-09-30,招远君兴农业发展中心,其它,A股,435250137,38.62%,不变,--,002481
2017-09-30,石河子金都投资有限合伙企业,投资公司,A股,25160000,2.23%,不变,--,002481
2017-09-30,广田控股集团有限公司,投资公司,A股,610395398,46.59%,不变,--,002482
2017-09-30,新疆广拓股权投资合伙企业(有限合伙),投资公司,A股,48000000,3.66%,不变,--,002482
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,31835500,2.43%,不变,--,002482
2017-09-30,南通威望实业有限公司,其它,A股,244080000,42.46%,不变,--,002483
2017-09-30,同方金融控股(深圳)有限公司,投资公司,A股,17776000,3.09%,不变,--,002483
2017-09-30,亿威投资有限公司,投资公司,A股,259584000,34.12%,不变,--,002484
2017-09-30,安徽中安资本投资基金有限公司,投资公司,A股,15366429,2.02%,新进,--,002484
2017-09-30,西藏自治区投资有限公司,投资公司,A股,12293143,1.62%,新进,--,002484
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,8366800,1.10%,不变,--,002484
2017-09-30,香港中央结算有限公司,其它,A股,6272654,0.82%,647682,11.51%,002484
2017-09-30,广州雪松文化旅游投资有限公司,投资公司,A股,203590497,63.62%,200017497,5598.03%,002485
2017-09-30,广州君凯投资有限公司,投资公司,A股,5702223,1.78%,不变,--,002485
2017-09-30,上海国骏投资有限公司,投资公司,A股,163190000,20.23%,不变,--,002486
2017-09-30,上海纺织投资管理有限公司,投资公司,A股,35709000,4.43%,不变,--,002486
2017-09-30,东旭集团有限公司,其它,A股,8450000,1.05%,不变,--,002486
2017-09-30,北交联合(北京)投资基金管理有限公司,投资公司,A股,1919600,0.24%,167700,9.57%,002486
2017-09-30,阜新金胤能源投资有限公司,投资公司,A股,256000500,47.41%,不变,--,002487
2017-09-30,中信证券股份有限公司,证券公司,A股,4781139,0.89%,-108750,-2.22%,002487
2017-09-30,临海市永强投资有限公司,投资公司,A股,825492924,44.02%,不变,--,002489
2017-09-30,香港中央结算代理人有限公司,其它,H股,255810190,45.02%,5200,0.00%,002490
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,13536100,2.38%,不变,--,002490
2017-09-30,北京好石佳燃气设备有限责任公司,其它,A股,3390171,0.60%,不变,--,002490
2017-09-30,通鼎集团有限公司,其它,A股,465566406,40.25%,不变,--,002491
2017-09-30,北京北邮资产经营有限公司,其它,A股,9687124,0.84%,不变,--,002491
2017-09-30,珠海实友化工有限公司,其它,A股,168030000,47.58%,不变,--,002492
2017-09-30,珠海天拓实业有限公司,其它,A股,5593213,1.58%,不变,--,002492
2017-09-30,浙江荣盛控股集团有限公司,其它,A股,2564999856,75.06%,不变,--,002493
2017-09-30,杭州竹雅投资合伙企业(有限合伙),投资公司,A股,63526754,1.86%,新进,--,002493
2017-09-30,杭州本洪投资管理合伙企业(有限合伙),投资公司,A股,58299750,1.71%,15974200,37.74%,002493
2017-09-30,杭州泰恒投资管理有限公司,投资公司,A股,36202032,1.06%,-4597968,-11.27%,002493
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,21648300,0.63%,不变,--,002493
2017-09-30,上海纺织投资管理有限公司,投资公司,A股,2873073,1.11%,不变,--,002494
2017-09-30,肃宁县华德投资管理有限公司,投资公司,A股,1439294,0.56%,不变,--,002494
2017-09-30,河北中信房地产开发有限公司,其它,A股,732000,0.28%,新进,--,002494
2017-09-30,广东泽泉投资管理有限公司-泽泉财富管家2号证券投资基金,投资公司,A股,3486610,0.54%,不变,--,002495
2017-09-30,广东泽泉投资管理有限公司-泽泉涨乐8号基金,投资公司,A股,3376360,0.52%,不变,--,002495
2017-09-30,北京神州牧投资基金管理有限公司-泽泉神州牧15号证券投资基金,投资公司,A股,2669348,0.41%,-62700,-2.29%,002495
2017-09-30,中国人寿再保险有限责任公司,保险公司,A股,6695075,0.65%,-5517552,-45.18%,002496
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,11577800,1.42%,不变,--,002497
2017-09-30,青岛汉河集团股份有限公司,其它,A股,2214408016,68.75%,不变,--,002498
2017-09-30,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),QFII,A股,2629604,0.08%,不变,--,002498
2017-09-30,香港中央结算有限公司,其它,A股,2079766,0.06%,-372650,-15.20%,002498
2017-09-30,重庆东诚瑞业投资有限公司,投资公司,A股,35910000,22.00%,不变,--,002499
2017-09-30,山西金融投资控股集团有限公司,投资公司,A股,860395355,30.42%,不变,--,002500
2017-09-30,太原钢铁(集团)有限公司,其它,A股,282605635,9.99%,不变,--,002500
2017-09-30,山西国际电力集团有限公司,其它,A股,199268856,7.04%,不变,--,002500
2017-09-30,北京中吉金投资产管理有限公司-中吉金投-稳赢2号投资基金,投资公司,A股,51145000,1.81%,-16000300,-23.83%,002500
2017-09-30,河南省安融房地产开发有限公司,其它,A股,46522351,1.64%,不变,--,002500
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,40619400,1.44%,不变,--,002500
2017-09-30,郑州市热力总公司,其它,A股,26401342,0.93%,不变,--,002500
2017-09-30,兵工财务有限责任公司,财务公司,A股,15738824,2.33%,9238931,142.14%,002501
2017-09-30,安徽新安金鼎投资管理有限公司,投资公司,A股,13384471,1.98%,69000,0.52%,002501
2017-09-30,三峡财务有限责任公司,财务公司,A股,7758637,1.15%,不变,--,002501
2017-09-30,海通证券股份有限公司约定购回专用账户,证券公司,A股,7032800,1.04%,不变,--,002501
2017-09-30,三峡资本控股有限责任公司,其它,A股,5330284,0.79%,新进,--,002501
2017-09-30,上海富尔亿影视传媒有限公司,其它,A股,21300000,4.13%,不变,--,002502
2017-09-30,汕头市高佳软件开发有限公司,其它,A股,20782080,4.03%,不变,--,002502
2017-09-30,广发证券股份有限公司约定购回专用账户,证券公司,A股,9100000,1.76%,1150000,14.47%,002502
2017-09-30,广东兴原投资有限公司,投资公司,A股,600522764,36.92%,不变,--,002503
2017-09-30,中国国际金融股份有限公司,证券公司,A股,30184800,1.86%,-2316218,-7.13%,002503
2017-09-30,海通证券股份有限公司约定购回专用账户,证券公司,A股,18065654,1.11%,新进,--,002503
2017-09-30,上海鹏欣(集团)有限公司,其它,A股,992478300,18.10%,新进,--,002505
2017-09-30,拉萨经济技术开发区厚康实业有限公司,其它,A股,984640800,17.95%,新进,--,002505
2017-09-30,上海中科合臣化学有限责任公司,其它,A股,787700100,14.36%,新进,--,002505
2017-09-30,拉萨经济技术开发区和汇实业有限公司,其它,A股,267791700,4.88%,新进,--,002505
2017-09-30,拉萨经济技术开发区晶浩信息咨询有限公司,其它,A股,267791700,4.88%,新进,--,002505
2017-09-30,益阳晶鑫新能源科技实业有限公司,其它,A股,157565100,2.87%,新进,--,002505
2017-09-30,上海兰月生物科技中心(普通合伙),其它,A股,78800136,1.44%,新进,--,002505
2017-09-30,上海凯威创业投资发展中心(有限合伙),投资公司,A股,78751200,1.44%,新进,--,002505
2017-09-30,协鑫集团有限公司,其它,A股,530000000,21.00%,不变,--,002506
2017-09-30,嘉兴长元投资合伙企业(有限合伙),投资公司,A股,240000000,9.51%,不变,--,002506
2017-09-30,北京启明新能投资管理中心(有限合伙),投资公司,A股,34000000,1.35%,不变,--,002506
2017-09-30,芜湖长元股权投资基金(有限合伙),投资公司,A股,28887771,1.14%,不变,--,002506
2017-09-30,重庆市涪陵国有资产投资经营集团有限公司,其它,A股,312998400,68.95%,新进,--,002507
2017-09-30,北京市第一建筑工程有限公司,其它,A股,37867264,8.34%,-20000000,-34.56%,002507
2017-09-30,东兆长泰集团有限公司,其它,A股,31288854,6.89%,不变,--,002507
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,8100960,1.78%,不变,--,002507
2017-09-30,杭州老板实业集团有限公司,其它,A股,471510000,50.68%,不变,--,002508
2017-09-30,香港中央结算有限公司,其它,A股,60068904,6.46%,26485071,78.86%,002508
2017-09-30,法国巴黎银行,金融,A股,12070691,1.30%,-319980,-2.58%,002508
2017-09-30,杭州金创投资有限公司,投资公司,A股,9451985,1.02%,不变,--,002508
2017-09-30,深圳市安兰德股权投资基金合伙企业(有限合伙),投资公司,A股,37434307,2.31%,不变,--,002509
2017-09-30,深圳市裕兰德股权投资基金合伙企业(有限合伙),投资公司,A股,37404307,2.31%,不变,--,002509
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,9416600,1.32%,不变,--,002510
2017-09-30,广东中顺纸业集团有限公司,其它,A股,220974093,30.15%,不变,--,002511
2017-09-30,中顺公司,其它,A股,156767523,21.39%,不变,--,002511
2017-09-30,彭州市亨茂贸易有限公司,其它,A股,13272307,1.81%,不变,--,002511
2017-09-30,平安资产-工商银行-平安资产创赢12号资产管理产品,其它,A股,9443314,1.29%,新进,--,002511
2017-09-30,珠海植远投资中心(有限合伙),投资公司,A股,110318988,19.25%,不变,--,002512
2017-09-30,珠海植诚投资中心(有限合伙),投资公司,A股,92976809,16.22%,不变,--,002512
2017-09-30,江苏苏化集团有限公司,其它,A股,68334137,28.05%,2423897,3.68%,002513
2017-09-30,新沂市华益投资管理有限公司,投资公司,A股,36001020,14.78%,不变,--,002513
2017-09-30,苏州格林投资管理有限公司,投资公司,A股,23760000,9.75%,不变,--,002513
2017-09-30,湖北常盛投资有限公司,投资公司,A股,2140020,0.88%,不变,--,002513
2017-09-30,上海高特佳春华投资合伙企业(有限合伙),投资公司,A股,1546816,0.63%,不变,--,002513
2017-09-30,广讯有限公司,其它,A股,84000000,23.43%,不变,--,002514
2017-09-30,苏州永福投资有限公司,投资公司,A股,24000000,6.70%,不变,--,002514
2017-09-30,娄底中钰资产管理有限公司,其它,A股,144000000,23.36%,新进,--,002515
2017-09-30,南京高科新创投资有限公司,投资公司,A股,17400877,2.82%,1600000,10.13%,002515
2017-09-30,旷达控股集团有限公司,其它,A股,21669320,2.79%,不变,--,002516
2017-09-30,江苏旷达创业投资有限公司,投资公司,A股,18516712,2.39%,不变,--,002516
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,13605000,1.75%,不变,--,002516
2017-09-30,海通开元投资有限公司,投资公司,A股,14220376,2.84%,-54712,-0.38%,002517
2017-09-30,中国国际金融股份有限公司,证券公司,A股,12000000,2.39%,6000000,100.00%,002517
2017-09-30,新疆科士达股权投资合伙企业(有限合伙),投资公司,A股,347933040,62.94%,不变,--,002518
2017-09-30,国泰人寿保险股份有限公司,QFII,A股,6197304,1.12%,1257415,25.45%,002518
2017-09-30,银河电子集团投资有限公司,投资公司,A股,335640690,40.30%,不变,--,002519
2017-09-30,张家港汇智投资企业(有限合伙),投资公司,A股,23460000,2.82%,新进,--,002519
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,7898880,0.95%,不变,--,002519
2017-09-30,浙江日发控股集团有限公司,其它,A股,248094929,46.80%,不变,--,002520
2017-09-30,安徽安益大通股权投资合伙企业(有限合伙),投资公司,A股,6808896,1.28%,不变,--,002520
2017-09-30,华贸中经投资控股有限公司,投资公司,A股,7416108,1.72%,新进,--,002521
2017-09-30,上海天亿资产管理有限公司,其它,A股,5082626,1.18%,不变,--,002521
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,4545700,1.06%,不变,--,002521
2017-09-30,东北证券股份有限公司,证券公司,A股,3998600,0.93%,不变,--,002521
2017-09-30,兵工财务有限责任公司,财务公司,A股,4516071,0.54%,不变,--,002522
2017-09-30,株洲市国有资产投资控股集团有限公司,投资公司,A股,247575984,30.17%,不变,--,002523
2017-09-30,中铝国际工程股份有限公司,其它,A股,38476381,4.69%,不变,--,002523
2017-09-30,华电电力科学研究院,其它,A股,31237374,3.81%,13266532,73.82%,002523
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,9540360,1.16%,不变,--,002523
2017-09-30,光正投资有限公司,投资公司,A股,154335348,30.80%,不变,--,002524
2017-09-30,中国国际金融股份有限公司,证券公司,A股,4034884,0.81%,新进,--,002524
2017-09-30,乌鲁木齐绿保能教育咨询有限公司,其它,A股,3508700,0.70%,不变,--,002524
2017-09-30,喀什众智兴股权投资管理合伙企业(有限合伙),投资公司,A股,6030001,1.56%,3500001,138.34%,002527
2017-09-30,中国国际金融股份有限公司,证券公司,A股,7517139,0.94%,5557459,283.59%,002528
2017-09-30,福建海诚投资有限公司,投资公司,A股,48557100,24.28%,不变,--,002529
2017-09-30,海源实业有限公司,其它,A股,10308750,5.15%,不变,--,002529
2017-09-30,嘉毅有限公司,其它,A股,2002444,1.00%,不变,--,002529
2017-09-30,东方工程株式会社,其它,A股,47100000,27.53%,不变,--,002530
2017-09-30,和华株式会社,其它,A股,8388868,4.90%,-44100,-0.52%,002530
2017-09-30,上海天神投资管理有限公司,投资公司,A股,530352000,36.02%,不变,--,002531
2017-09-30,新疆利能股权投资管理合伙企业(有限合伙),投资公司,A股,28990800,1.97%,不变,--,002531
2017-09-30,北京宣力投资有限公司,投资公司,A股,25200000,1.71%,不变,--,002531
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,13524840,0.92%,不变,--,002531
2017-09-30,欧豹国际集团有限公司,其它,A股,96000000,25.04%,不变,--,002532
2017-09-30,深圳市能翔投资发展有限公司,投资公司,A股,115188480,22.38%,不变,--,002533
2017-09-30,湖南闽能投资有限公司,投资公司,A股,29928960,5.81%,不变,--,002533
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,11009500,2.14%,不变,--,002533
2017-09-30,西子电梯集团有限公司,其它,A股,288349956,39.94%,不变,--,002534
2017-09-30,金润(香港)有限公司,其它,A股,161784000,22.41%,不变,--,002534
2017-09-30,杭州市实业投资集团有限公司,投资公司,A股,100476000,13.92%,不变,--,002534
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,7481880,1.04%,不变,--,002534
2017-09-30,河南银企创业投资基金(有限合伙),其它,A股,7989185,1.49%,-1340000,-14.36%,002535
2017-09-30,河南省宛西控股股份有限公司,其它,A股,109439507,35.39%,2660284,2.49%,002536
2017-09-30,财富证券有限责任公司,证券公司,A股,3031900,0.98%,新进,--,002536
2017-09-30,青岛海立控股有限公司,其它,A股,241775600,23.98%,不变,--,002537
2017-09-30,北京博升优势科技发展有限公司,其它,A股,199852238,19.82%,新进,--,002537
2017-09-30,银联商务股份有限公司,其它,A股,94030072,9.33%,新进,--,002537
2017-09-30,青岛天晨投资有限公司,投资公司,A股,89100000,8.84%,不变,--,002537
2017-09-30,深圳市华美达一号投资中心(有限合伙),投资公司,A股,62442380,6.19%,不变,--,002537
2017-09-30,中国移动通信集团公司,其它,A股,54364908,5.39%,新进,--,002537
2017-09-30,东富(北京)投资管理有限公司,投资公司,A股,20383000,2.02%,不变,--,002537
2017-09-30,国购产业控股有限公司,其它,A股,179530000,25.66%,不变,--,002538
2017-09-30,安徽省宁国市农业生产资料有限公司,其它,A股,70870000,10.13%,不变,--,002538
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,11331800,1.61%,不变,--,002540
2017-09-30,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),QFII,A股,1778766,0.25%,不变,--,002540
2017-09-30,君禾股权投资基金管理(上海)有限公司-君禾恒晟1号私募基金,投资公司,A股,7349590,2.97%,新进,--,002541
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,3430200,1.39%,不变,--,002541
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,10759950,1.53%,不变,--,002542
2017-09-30,上海挚同投资管理中心(有限合伙),投资公司,A股,3200536,0.45%,新进,--,002542
2017-09-30,广东万和集团有限公司,其它,A股,168300000,45.09%,不变,--,002543
2017-09-30,广州通信研究所(中国电子科技集团公司第七研究所),其它,A股,178070577,34.81%,不变,--,002544
2017-09-30,深圳市中科招商创业投资有限公司,投资公司,A股,29000000,5.67%,不变,--,002544
2017-09-30,广州科技金融创新投资控股有限公司,投资公司,A股,8153870,1.59%,-1681900,-17.10%,002544
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,6384500,1.25%,不变,--,002544
2017-09-30,香港中央结算有限公司,其它,A股,3527562,0.69%,-11174752,-76.01%,002544
2017-09-30,上海思扬投资有限公司,投资公司,A股,1935000,0.81%,新进,--,002545
2017-09-30,南京新联创业园管理有限公司,其它,A股,354562985,45.35%,不变,--,002546
2017-09-30,海通证券股份有限公司,证券公司,A股,9000000,1.15%,新进,--,002546
2017-09-30,东方证券股份有限公司,证券公司,A股,5299970,0.77%,-1974200,-27.14%,002547
2017-09-30,新疆成农远大股权投资有限合伙企业,投资公司,A股,152161667,48.81%,-3805300,-2.44%,002548
2017-09-30,浩讯科技有限公司,其它,A股,402344250,64.87%,36576750,10.00%,002549
2017-09-30,新疆信安股权投资合伙企业(有限合伙),投资公司,A股,37606800,6.06%,3418800,10.00%,002549
2017-09-30,四川开元科技有限责任公司,其它,A股,3300000,0.53%,300000,10.00%,002549
2017-09-30,山东省卫青投资有限公司-卫青景渤私募证券投资基金,投资公司,A股,3075800,0.50%,-119164,-3.73%,002549
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,7775484,1.91%,2595684,50.11%,002551
2017-09-30,宝鼎万企集团有限公司,其它,A股,22500000,11.24%,不变,--,002552
2017-09-30,杭州圆鼎投资管理有限公司,投资公司,A股,22500000,11.24%,不变,--,002552
2017-09-30,深圳市向阳资本管理有限公司-向阳2号精选私募证券投资基金,投资公司,A股,682787,0.34%,不变,--,002552
2017-09-30,上海协捷资产管理有限公司-协捷资产-私募学院菁英324号基金,投资公司,A股,513600,0.26%,新进,--,002552
2017-09-30,西藏神州牧基金管理有限公司-天路一号证券投资私募基金,投资公司,A股,1513612,0.69%,新进,--,002553
2017-09-30,北京神州牧投资基金管理有限公司-红炎神州牧基金,投资公司,A股,1453200,0.66%,不变,--,002553
2017-09-30,中国国际金融股份有限公司,证券公司,A股,6375500,0.97%,新进,--,002554
2017-09-30,富兰克林华美证券投资信托股份有限公司-客户资金,QFII,A股,4513877,0.72%,1310000,40.89%,002555
2017-09-30,安徽辉隆投资有限公司,投资公司,A股,287617925,41.06%,新进,--,002556
2017-09-30,合肥华泰集团股份有限公司,其它,A股,253244423,49.95%,不变,--,002557
2017-09-30,万和投资有限公司,投资公司,A股,50240000,9.91%,-10000000,-16.60%,002557
2017-09-30,新疆华元股权投资合伙企业(有限合伙),投资公司,A股,12025000,2.37%,不变,--,002557
2017-09-30,东方证券股份有限公司,证券公司,A股,11031564,2.18%,不变,--,002557
2017-09-30,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,投资公司,A股,10000000,1.97%,2200000,28.21%,002557
2017-09-30,广东筠业投资有限公司,投资公司,A股,3650012,0.72%,新进,--,002557
2017-09-30,民生资本投资管理有限公司,投资公司,A股,16851081,4.84%,不变,--,002558
2017-09-30,颐和银丰实业有限公司,其它,A股,8018372,2.30%,-4324200,-35.03%,002558
2017-09-30,江苏亚威科技投资有限公司,投资公司,A股,27637834,9.12%,不变,--,002559
2017-09-30,苏州沣盈印月投资中心(有限合伙),投资公司,A股,23888822,7.89%,4835100,25.38%,002559
2017-09-30,扬州市创业投资有限公司,投资公司,A股,2574100,0.85%,不变,--,002559
2017-09-30,芜湖长元股权投资基金(有限合伙),投资公司,A股,2437971,0.80%,不变,--,002559
2017-09-30,上海徐家汇商城(集团)有限公司,其它,A股,126274555,31.79%,不变,--,002561
2017-09-30,上海商投实业投资控股有限公司,其它,A股,33230146,8.36%,不变,--,002561
2017-09-30,上海汇鑫投资经营有限公司,投资公司,A股,13292059,3.35%,不变,--,002561
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,5172400,1.30%,不变,--,002561
2017-09-30,森马集团有限公司,其它,A股,336000000,18.27%,不变,--,002563
2017-09-30,江阴华中投资管理有限公司,投资公司,A股,36023499,6.35%,不变,--,002564
2017-09-30,顺灏投资集团有限公司,投资公司,A股,174170000,25.44%,不变,--,002565
2017-09-30,上海天戈投资管理有限公司-天戈紫悦私募基金,投资公司,A股,13831641,2.02%,新进,--,002565
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,6995000,1.02%,不变,--,002565
2017-09-30,中国国际金融股份有限公司,证券公司,A股,6715021,0.98%,39501,0.59%,002565
2017-09-30,向量多维(北京)资本管理有限公司-向量宏观量化3期私募证券投资基金,投资公司,A股,3527365,1.67%,1546938,78.11%,002566
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,1201000,0.57%,新进,--,002566
2017-09-30,湖南唐人神控股投资股份有限公司,投资公司,A股,195522933,31.04%,不变,--,002567
2017-09-30,大生行饲料有限公司,其它,A股,87745309,13.93%,不变,--,002567
2017-09-30,湖南湘投高科技创业投资有限公司,投资公司,A股,30776074,4.89%,不变,--,002567
2017-09-30,招商证券股份有限公司,证券公司,A股,7342642,1.91%,新进,--,002568
2017-09-30,上海民勤投资合伙企业(有限合伙),投资公司,A股,7085066,1.85%,不变,--,002568
2017-09-30,上海睿鸷资产管理合伙企业(有限合伙),其它,A股,41800000,30.15%,不变,--,002569
2017-09-30,重庆信三威投资咨询中心(有限合伙)-昌盛十一号私募基金,投资公司,A股,11380000,8.21%,不变,--,002569
2017-09-30,步森集团有限公司,其它,A股,5000200,3.61%,不变,--,002569
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,1917700,1.38%,不变,--,002569
2017-09-30,贝因美集团有限公司,其它,A股,348852890,34.12%,544100,0.16%,002570
2017-09-30,恒天然乳品(香港)有限公司,其它,A股,192427112,18.82%,不变,--,002570
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,10926000,1.07%,不变,--,002570
2017-09-30,香港中央结算有限公司,其它,A股,6378599,0.62%,-1953013,-23.44%,002570
2017-09-30,科威特政府投资局,QFII,A股,5748847,0.56%,不变,--,002570
2017-09-30,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,投资公司,A股,12064000,4.77%,新进,--,002571
2017-09-30,新余德尚投资管理有限公司,投资公司,A股,6600000,2.61%,不变,--,002571
2017-09-30,香港中央结算有限公司,其它,A股,50609943,8.17%,16848462,49.90%,002572
2017-09-30,北京世纪地和控股有限公司,其它,A股,483226200,44.90%,不变,--,002573
2017-09-30,新疆中能华源股权投资管理有限公司,投资公司,A股,51980000,4.83%,不变,--,002573
2017-09-30,富邦人寿保险股份有限公司,QFII,A股,7711066,0.72%,新进,--,002573
2017-09-30,浙江日月首饰集团有限公司,其它,A股,158172819,29.96%,不变,--,002574
2017-09-30,永盛国际投资集团有限公司,投资公司,A股,115103281,21.80%,不变,--,002574
2017-09-30,日月控股有限公司,其它,A股,5984398,1.13%,704400,13.34%,002574
2017-09-30,泰戈特(北京)工程技术有限公司,其它,A股,2058700,0.39%,不变,--,002574
2017-09-30,广东群兴投资有限公司,投资公司,A股,264053000,44.85%,不变,--,002575
2017-09-30,北京星恒动影文化传播有限公司,其它,A股,15000000,2.55%,-5000000,-25.00%,002575
2017-09-30,海通证券股份有限公司约定购回专用账户,证券公司,A股,2333600,0.40%,不变,--,002575
2017-09-30,天津鑫达瑞明企业管理咨询中心(有限合伙),其它,A股,29681259,24.93%,19818742,200.95%,002576
2017-09-30,热键电子(香港)有限公司,其它,A股,176501079,62.76%,不变,--,002577
2017-09-30,大连经济技术开发区鞍山城建房地产开发有限公司,其它,A股,3012900,0.55%,新进,--,002578
2017-09-30,惠州市京港投资发展有限公司,投资公司,A股,111858462,32.51%,不变,--,002579
2017-09-30,香港中扬电子科技有限公司,其它,A股,71492613,20.78%,不变,--,002579
2017-09-30,紫光集团有限公司,其它,A股,8313000,2.42%,4628100,125.60%,002579
2017-09-30,惠州市普惠投资有限公司,投资公司,A股,2448310,0.71%,不变,--,002579
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,1647200,0.48%,不变,--,002579
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,1261440,0.44%,新进,--,002580
2017-09-30,华泰瑞联基金管理有限公司-北京华泰瑞联并购基金中心(有限合伙),其它,A股,13600000,3.39%,不变,--,002581
2017-09-30,绍兴金晖越商投资合伙企业(有限合伙),投资公司,A股,12351141,3.08%,-6549999,-34.65%,002581
2017-09-30,北京海燕投资管理有限公司-海裕3号私募基金,投资公司,A股,8182875,2.04%,新进,--,002581
2017-09-30,国元证券股份有限公司客户信用交易担保证券账户,证券公司,A股,3841728,0.96%,新进,--,002581
2017-09-30,深圳市创新投资集团有限公司,投资公司,A股,19335650,1.85%,新进,--,002583
2017-09-30,香港中央结算有限公司,其它,A股,18545190,1.77%,7965170,75.29%,002583
2017-09-30,中国国际金融香港资产管理有限公司-客户资金,QFII,A股,13832406,1.32%,-4167101,-23.15%,002583
2017-09-30,富邦人寿保险股份有限公司,QFII,A股,13738266,1.31%,新进,--,002583
2017-09-30,新疆名鼎股权投资管理合伙企业(有限合伙),投资公司,A股,4641563,1.61%,不变,--,002584
2017-09-30,宿迁市迪智成投资咨询有限公司,其它,A股,60840000,8.75%,不变,--,002585
2017-09-30,宿迁市启恒投资有限公司,投资公司,A股,60840000,8.75%,不变,--,002585
2017-09-30,山东省农村经济开发投资公司,投资公司,A股,23112122,3.32%,不变,--,002585
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,8222240,1.18%,不变,--,002585
2017-09-30,皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金,投资公司,A股,6861190,0.99%,新进,--,002585
2017-09-30,浙江围海控股集团有限公司,其它,A股,302100000,43.55%,不变,--,002586
2017-09-30,广东温氏投资有限公司,投资公司,A股,8798700,1.27%,不变,--,002586
2017-09-30,山东省国有资产投资控股有限公司,投资公司,A股,14619900,4.00%,不变,--,002587
2017-09-30,紫光集团有限公司,其它,A股,5979041,1.64%,-314859,-5.00%,002587
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,15468600,2.19%,不变,--,002588
2017-09-30,香港中央结算有限公司,其它,A股,33068166,3.66%,新进,--,002589
2017-09-30,长城国融投资管理有限公司,投资公司,A股,26845667,2.97%,新进,--,002589
2017-09-30,深圳市创新投资集团有限公司,投资公司,A股,22926044,2.54%,新进,--,002589
2017-09-30,万安集团有限公司,其它,A股,219980700,50.54%,不变,--,002590
2017-09-30,汇投控股集团有限公司,其它,A股,1963305,0.45%,不变,--,002590
2017-09-30,宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金,投资公司,A股,1370000,0.31%,新进,--,002590
