日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,BOCI SECURITIES LIMITED,证券公司,B股,5516953,3.48%,460000,9.10%,200706
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1184900,0.75%,-269940,-18.55%,200706
2017-06-30,AKTIEBOLAGET SKF,其它,B股,79300000,50.00%,不变,--,200706
2017-06-30,BOCI SECURITIES LIMITED,证券公司,B股,5056953,3.19%,1284253,34.04%,200706
2017-06-30,GUOTAI JUNAN SECURIES HONG KONG LIMITED,证券公司,B股,1454840,0.92%,-1200,-0.08%,200706
2017-03-31,AKTIEBOLAGET SKF,其它,B股,79300000,50.00%,不变,--,200706
2017-03-31,BOCI SECURITIES LIMITED,证券公司,B股,3772700,2.38%,1452700,62.62%,200706
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1456040,0.92%,-45600,-3.04%,200706
2016-12-31,AKTIEBOLAGET SKF,其它,B股,79300000,50.00%,不变,--,200706
2016-12-31,BOCI SECURITIES LIMITED,证券公司,B股,2320000,1.46%,100000,4.50%,200706
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1501640,0.95%,-332200,-18.11%,200706
2016-12-31,CREDIT SUISSE(HONG KONG)LIMITED,QFII,B股,1049915,0.66%,不变,--,200706
2016-09-30,AKTIEBOLAGET SKF,其它,B股,79300000,50.00%,不变,--,200706
2016-09-30,BOCI SECURITIES LIMITED,证券公司,B股,2220000,1.40%,不变,--,200706
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1833840,1.16%,38300,2.13%,200706
2016-09-30,CREDIT SUISSE (HONG KONG) LIMITED,QFII,B股,1049915,0.66%,不变,--,200706
2017-09-30,T.ROWE PRICE INTL DISCOVERY FUND,其它,B股,19948219,2.48%,不变,--,200726
2017-09-30,LYNAS ASIA FUND,其它,B股,8342900,1.04%,-2613400,-23.85%,200726
2017-09-30,RBC EMERGING MARKETS SMALL CAP EQUITY FUND,其它,B股,6785384,0.84%,新进,--,200726
2017-06-30,T.ROWE PRICE INTL DISCOVERY FUND,其它,B股,19948219,2.48%,不变,--,200726
2017-06-30,LYNAS ASIA FUND,其它,B股,10956300,1.36%,-1483700,-11.93%,200726
2017-03-31,T.ROWE PRICE INTL DISCOVERY FUND,其它,B股,19948219,2.48%,不变,--,200726
2017-03-31,LYNAS ASIA FUND ,其它,B股,12440000,1.55%,不变,--,200726
2017-03-31,HTHK-MANULIFE CHINA VALUE FUND,其它,B股,6858138,0.85%,不变,--,200726
2016-12-31,T.ROWE PRICE INTL DISCOVERY FUND ,其它,B股,19948219,2.48%,不变,--,200726
2016-12-31,LYNAS ASIA FUND,其它,B股,12440000,1.55%,-1560000,-11.14%,200726
2016-12-31,HTHK-MANULIFE CHINA VALUE FUND ,其它,B股,6858138,0.85%,不变,--,200726
2016-12-31,RBC EMERGING MARKETS SMALL CAP EQUITY FUND,其它,B股,6428684,0.80%,新进,--,200726
2016-09-30,T.ROWE PRICE INTL DISCOVERY FUND,其它,B股,19948219,2.48%,不变,--,200726
2016-09-30,LYNAS ASIA FUND,其它,B股,14000000,1.74%,不变,--,200726
2016-09-30,FIRST STATE INVESTMENTS ICVC-FIRST STATE GREATER CHINA GROWTH FUND,其它,B股,8019082,1.00%,-1196086,-12.98%,200726
2016-09-30,HTHK-MANULIFE CHINA VALUE FUND,其它,B股,6858138,0.85%,不变,--,200726
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8157311,0.26%,不变,--,200761
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,5376122,0.17%,新进,--,200761
2017-09-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,4606141,0.15%,不变,--,200761
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8157311,0.26%,新进,--,200761
2017-06-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,4606141,0.15%,不变,--,200761
2017-06-30,Haitong International Securities Company Limited-Account Client,其它,B股,3785109,0.12%,新进,--,200761
2017-03-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,4606141,0.15%,不变,--,200761
2017-03-31,CITIGROUP GLOBAL MARKETS LIMITED,QFII,B股,4234960,0.14%,-236,-0.01%,200761
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8157311,0.26%,不变,--,200761
2016-12-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,4606141,0.15%,不变,--,200761
2016-12-31,CITIGROUP GLOBAL MARKETS LIMITED,QFII,B股,4235196,0.14%,-1951,-0.05%,200761
2016-12-31,Haitong International Securities Company Limited-Account Client,其它,B股,3286109,0.10%,不变,--,200761
2016-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8157311,0.26%,不变,--,200761
2016-09-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,4606141,0.15%,不变,--,200761
2016-09-30,CITIGROUP GLOBAL MARKETS LIMITED,QFII,B股,4237147,0.14%,新进,--,200761
2016-09-30,Haitong International Securities Company Limited-Account Client,其它,B股,3286109,0.10%,新进,--,200761
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,3080304,0.10%,新进,--,200761
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,4722804,1.72%,不变,--,200771
2017-09-30,NORGES BANK,QFII,B股,4303675,1.57%,不变,--,200771
2017-09-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,3454046,1.26%,不变,--,200771
2017-09-30,GUOTAIJUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,2670262,0.97%,-215632,-7.47%,200771
2017-09-30,ISHARES CORE MSCI EMERGING MARKETS ETF,其它,B股,2546600,0.93%,163800,6.87%,200771
2017-09-30,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,1905960,0.70%,-520000,-21.43%,200771
2017-09-30,CREDIT SUISSE AG HONG KONG BRANCH,其它,B股,1729759,0.63%,不变,--,200771
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,4722804,1.72%,不变,--,200771
2017-06-30,NORGES BANK,QFII,B股,4303675,1.57%,不变,--,200771
2017-06-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,3454046,1.26%,83900,2.49%,200771
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,2885894,1.05%,-525887,-15.41%,200771
2017-06-30,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,2425960,0.89%,不变,--,200771
2017-06-30,ISHARES CORE MSCI EMERGING MARKETS ETF,其它,B股,2382800,0.87%,394000,19.81%,200771
2017-06-30,CREDIT SUISSE AG HONG KONG BRANCH,其它,B股,1729759,0.63%,不变,--,200771
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,4722804,1.72%,不变,--,200771
2017-03-31,NORGES BANK,QFII,B股,4303675,1.57%,不变,--,200771
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,3411781,1.24%,-572387,-14.37%,200771
2017-03-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,3370146,1.23%,不变,--,200771
2017-03-31,CHINA INT''L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,2425960,0.89%,150000,6.59%,200771
2017-03-31,ISHARES CORE MSCI EMERGING MARKETS ETF,其它,B股,1988800,0.73%,新进,--,200771
2017-03-31,CREDIT SUISSE AG HONG KONG BRANCH,其它,B股,1729759,0.63%,新进,--,200771
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,4722804,1.72%,2731000,137.11%,200771
2016-12-31,NORGES BANK,QFII,B股,4303675,1.57%,不变,--,200771
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,3984168,1.45%,-504797,-11.25%,200771
2016-12-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,3370146,1.23%,61900,1.87%,200771
2016-12-31,CHINA INT''L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,2275960,0.83%,-197000,-7.97%,200771
2016-12-31,CREDIT SUISSE (HONG KONG) LIMITED,QFII,B股,2034403,0.74%,700,0.03%,200771
2016-12-31,AUSTRALIANSUPER PTY LTD,其它,B股,1991321,0.73%,-117000,-5.55%,200771
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4488965,1.64%,-420524,-8.57%,200771
2016-09-30,NORGES BANK,QFII,B股,4303675,1.57%,不变,--,200771
2016-09-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,3308246,1.21%,不变,--,200771
2016-09-30,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,2472960,0.90%,426100,20.82%,200771
2016-09-30,AUSTRALIANSUPER PTY LTD,其它,B股,2108321,0.77%,不变,--,200771
2016-09-30,CREDIT SUISSE (HONG KONG) LIMITED,QFII,B股,2033703,0.74%,不变,--,200771
2016-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,1991804,0.73%,新进,--,200771
2017-09-30,"GAOLING FUND,L.P.",其它,B股,21300919,3.11%,不变,--,200869
2017-09-30,BBH BOS S/A FIDELITY FD - CHINA FOCUS FD,其它,B股,15241826,2.22%,不变,--,200869
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,6531520,0.95%,-51437,-0.78%,200869
2017-09-30,FIDELITY PURITAN TRUST: FIDELITY SERIES INTRINSIC OPPORTUNITIES FUND,其它,B股,6000851,0.88%,不变,--,200869
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,3788487,0.55%,不变,--,200869
2017-09-30,FIDELITY CHINA SPECIAL SITUATIONS PLC,其它,B股,3779202,0.55%,不变,--,200869
2017-09-30,NORGES BANK,QFII,B股,3558797,0.52%,新进,--,200869
2017-06-30,"GAOLING FUND,L.P.",其它,B股,21300919,3.11%,不变,--,200869
2017-06-30,BBH BOS S/A FIDELITY FD-CHINA FOCUS FD,其它,B股,15241826,2.22%,不变,--,200869
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,6582957,0.96%,1374749,26.40%,200869
2017-06-30,FIDELITY PURITAN TRUST:FIDELITY SERIES INTRINSIC OPPORTUNITIES FUND,其它,B股,6000851,0.88%,1885370,45.81%,200869
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,3788487,0.55%,不变,--,200869
2017-06-30,FIDELITY CHINA SPECIAL SITUATIONS PLC,其它,B股,3779202,0.55%,新进,--,200869
2017-03-31,"GAOLING FUND,L.P.",其它,B股,21300919,3.11%,不变,--,200869
2017-03-31,BBH BOS S/AFIDELITY FD - CHINAFOCUS FD,其它,B股,15241826,2.22%,不变,--,200869
2017-03-31,NORGES BANK,QFII,B股,6147993,0.90%,-436755,-6.63%,200869
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,5208208,0.76%,-113270,-2.13%,200869
2017-03-31,FIDELITY PURITAN TRUST: FIDELITY SERIES INTRINSIC OPPORTUNITIES FUND,其它,B股,4115481,0.60%,新进,--,200869
2017-03-31,BBHA/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,3788487,0.55%,不变,--,200869
2016-12-31,"GAOLING FUND,L.P.",其它,B股,21300919,3.11%,不变,--,200869
2016-12-31,BBH BOS S/A FIDELITY FD-CHINA FOCUS FD,其它,B股,15241826,2.22%,不变,--,200869
2016-12-31,NORGES BANK,QFII,B股,6584748,0.96%,不变,--,200869
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,5321478,0.78%,100096,1.92%,200869
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,3788487,0.55%,新进,--,200869
2016-12-31,FIDELITY CHINA SPECIAL SITUATIONS PLC,其它,B股,3779202,0.55%,新进,--,200869
2016-09-30,"GAOLING FUND,L.P.",其它,B股,21300919,3.11%,不变,--,200869
2016-09-30,BBH BOS S/A FIDELITY FD - CHINA FOCUS FD,其它,B股,15241826,2.22%,不变,--,200869
2016-09-30,NORGES BANK,QFII,B股,6584748,0.96%,不变,--,200869
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,5221382,0.76%,-300894,-5.45%,200869
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,3139508,1.83%,-945397,-23.14%,200986
2017-09-30,NORGES BANK,QFII,B股,1352720,0.79%,不变,--,200986
2017-09-30,KGI ASIA LIMITED,证券公司,B股,956459,0.56%,-46000,-4.59%,200986
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,4084905,2.38%,不变,--,200986
2017-06-30,VANGUARD TOTAL INTERNATIONAL STOCK,基金管理公司,B股,1362902,0.79%,不变,--,200986
2017-06-30,NORGES BANK,QFII,B股,1352720,0.79%,不变,--,200986
2017-06-30,BOCI SECURITIES LIMITED,证券公司,B股,1280990,0.75%,不变,--,200986
2017-06-30,KGI ASIA LIMITED,证券公司,B股,1002459,0.58%,不变,--,200986
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4084905,2.38%,不变,--,200986
2017-03-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,1362902,0.79%,不变,--,200986
2017-03-31,NORGES BANK,QFII,B股,1352720,0.79%,不变,--,200986
2017-03-31,BOCI SECURITIES LIMITED,证券公司,B股,1280990,0.75%,不变,--,200986
2017-03-31,KGI ASIA LIMITED,证券公司,B股,1002459,0.58%,不变,--,200986
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4084905,2.38%,不变,--,200986
2016-12-31,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,1362902,0.79%,不变,--,200986
2016-12-31,NORGES BANK,QFII,B股,1352720,0.79%,不变,--,200986
2016-12-31,BOCI SECURITIES LIMITED,证券公司,B股,1280990,0.75%,不变,--,200986
2016-12-31,KGI ASI ALIMITED,证券公司,B股,1002459,0.58%,不变,--,200986
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,4084905,2.38%,不变,--,200986
2016-09-30,VANGUARD TOTAL INTERNATIONAL STOCK,基金管理公司,B股,1362902,0.79%,不变,--,200986
2016-09-30,NORGES BANK,QFII,B股,1352720,0.79%,不变,--,200986
2016-09-30,BOCI SECURITIES LIMITED,证券公司,B股,1280990,0.75%,不变,--,200986
2016-09-30,KGI ASIA LIMITED,证券公司,B股,1002459,0.58%,不变,--,200986
2017-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4978704,3.61%,15708,0.32%,200992
2017-12-31,Haitong International Securities Company Limited-Account Client,其它,B股,2176900,1.58%,不变,--,200992
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4962996,3.60%,-368700,-6.92%,200992
2017-09-30,Haitong International Securities Company Limited-AccountClient,其它,B股,2176900,1.58%,-4000,-0.18%,200992
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,5331696,3.86%,-763700,-12.53%,200992
2017-06-30,Haitong International Securities Company Limited-Account Client,其它,B股,2180900,1.58%,不变,--,200992
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,6095396,4.42%,-570293,-8.56%,200992
2017-03-31,Haitong International Securities Company Limited-Account Client,其它,B股,2180900,1.58%,不变,--,200992
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,6665689,4.83%,-1723450,-20.54%,200992
2016-12-31,Haitong International Securities Company Limited-Account Client,其它,B股,2180900,1.58%,-20000,-0.91%,200992
2017-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,18934302,1.91%,新进,--,002008
2017-09-30,League Agent(HK) Limited,其它,A股,75571345,16.58%,新进,--,002022
2017-06-30,LeagueAgent(HK)Limited,其它,A股,40489116,9.63%,新进,--,002022
2017-09-30,Glossy City (HK) Limited,其它,A股,668468484,11.52%,112648138,20.27%,002027
2017-09-30,Gio2 Hong Kong Holdings Limited,其它,A股,633863753,10.92%,42465041,7.18%,002027
2017-09-30,Power Star Holdings (HongKong) Limited,其它,A股,611578325,10.54%,-36225825,-5.59%,002027
2017-09-30,Giovanna Investment Hong Kong Limited,其它,A股,486862149,8.39%,50020511,11.45%,002027
2017-06-30,Power Star Holdings (HongKong) Limited,其它,A股,647804150,15.63%,不变,--,002027
2017-06-30,Gio2 Hong Kong Holdings Limited,其它,A股,591398712,14.27%,不变,--,002027
2017-06-30,Glossy City (HK) Limited,其它,A股,555820346,13.41%,-50444526,-8.32%,002027
2017-06-30,Giovanna Investment Hong Kong Limited,其它,A股,436841638,10.54%,-154557074,-26.13%,002027
2017-03-31,Power Star Holdings (HongKong) Limited,其它,A股,647804150,18.28%,-103883900,-13.82%,002027
2017-03-31,Glossy City (HK) Limited,其它,A股,606264872,17.11%,-59776700,-8.97%,002027
2017-03-31,Gio2 Hong Kong Holdings Limited,其它,A股,591398712,16.69%,-55000000,-8.51%,002027
2017-03-31,Giovanna Investment Hong Kong Limited,其它,A股,591398712,16.69%,-55000000,-8.51%,002027
2017-03-31,HGPLT1 Holding Limited,其它,A股,31488003,0.89%,-127733501,-80.22%,002027
2017-03-31,CEL Media Investment Limited,其它,A股,23491169,0.66%,-87375973,-78.81%,002027
2016-12-31,Power Star Holdings(Hong Kong)Limited ,其它,A股,751688050,21.21%,新进,--,002027
2016-12-31,Glossy City(HK)Limited,其它,A股,666041572,18.80%,新进,--,002027
2016-12-31,Gio2 Hong Kong Holdings Limited ,其它,A股,646398712,18.24%,新进,--,002027
2016-12-31,Giovanna Investment Hong Kong Limited,其它,A股,646398712,18.24%,新进,--,002027
2016-12-31,HGPLT1 Holding Limited ,其它,A股,159221504,4.49%,新进,--,002027
2016-12-31,CEL Media Investment Limited,其它,A股,110867142,3.13%,新进,--,002027
2016-12-31,Flash (Hong Kong) Limited ,其它,A股,55430752,1.56%,新进,--,002027
2016-09-30,MORGAN STANLEY & CO. INTERNATIONAL PLC.,QFII,A股,5562744,1.10%,1534954,38.11%,002027
2017-09-30,SEB INTERNATIONALE S.A.S,其它,A股,395314314,72.44%,不变,--,002032
2017-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,9130867,1.67%,-437410,-4.57%,002032
2017-09-30,UBS AG,QFII,A股,5241483,0.96%,-130927,-2.44%,002032
2017-06-30,SEB INTERNATIONALE S.A.S ,其它,A股,395314314,72.44%,91226381,30.00%,002032
2017-06-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,9568277,1.75%,1721350,21.94%,002032
2017-06-30,UBS AG,QFII,A股,5372410,0.98%,1273023,31.05%,002032
2017-03-31,SEB INTERNATIONALE S.A.S ,其它,A股,304087933,72.50%,不变,--,002032
2017-03-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,7846927,1.87%,-128932,-1.62%,002032
2017-03-31,UBS AG,QFII,A股,4099387,0.98%,-91510,-2.18%,002032
2016-12-31,SEB INTERNATIONALE S.A.S ,其它,A股,304087933,72.73%,不变,--,002032
2016-12-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,7975859,1.91%,-171539,-2.11%,002032
2016-12-31,UBS AG,QFII,A股,4190897,1.00%,新进,--,002032
2016-09-30,SEB INTERNATIONALE S.A.S,其它,A股,304087933,72.74%,不变,--,002032
2016-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,8147398,1.95%,-10959609,-57.36%,002032
2017-09-30,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,5891364,0.53%,不变,--,002051
2017-06-30,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,5891364,0.53%,585465,11.03%,002051
2017-03-31,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,5305899,0.58%,新进,--,002051
2016-12-31,MORGAN STANLEY & CO. INTERNATIONAL PLC.,QFII,A股,1273858,0.64%,新进,--,002057
2017-09-30,GIC PRIVATE LIMITED,QFII,A股,6126826,1.26%,不变,--,002074
2017-06-30,GIC PRIVATE LIMITED,QFII,A股,6126826,1.26%,不变,--,002074
2017-03-31,GIC PRIVATE LIMITED,QFII,A股,6126826,1.30%,新进,--,002074
2017-09-30,GOLDEN FEATHER CORPORATION,其它,A股,635042264,24.96%,不变,--,002081
2017-09-30,POWER CORPORATION OF CANADA,QFII,A股,19098700,0.75%,新进,--,002081
2017-09-30,GIC PRIVATE LIMITED,QFII,A股,18350366,0.72%,不变,--,002081
2017-06-30,GOLDEN FEATHER CORPORATION,其它,A股,635042264,24.96%,不变,--,002081
2017-06-30,GIC PRIVATE LIMITED,QFII,A股,18350366,0.72%,新进,--,002081
2017-03-31,GOLDEN FEATHER CORPORATION,其它,A股,635042264,25.09%,不变,--,002081
2016-12-31,GOLDEN FEATHER CORPORATION,其它,A股,635042264,25.09%,不变,--,002081
2016-09-30,GOLDEN FEATHER CORPORATION,其它,A股,635042264,25.22%,不变,--,002081
2017-09-30,FERNANDO CORPORATION,其它,A股,24536147,6.66%,不变,--,002105
2017-06-30,FERNANDO CORPORATION,其它,A股,24536147,6.66%,不变,--,002105
2017-03-31,FERNANDO CORPORATION,其它,A股,24536147,6.66%,-3000000,-10.89%,002105
2016-12-31,FERNANDO CORPORATION,其它,A股,27536147,7.47%,-3000000,-9.82%,002105
2016-09-30,FERNANDO CORPORATION,其它,A股,30536147,8.29%,不变,--,002105
2017-03-31,MORGAN STANLEY & CO. INTERNATIONAL PLC.,QFII,A股,1047295,0.50%,新进,--,002109
2017-09-30,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,4306453,4.42%,717223,19.98%,002120
2017-06-30,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,3589230,4.42%,新进,--,002120
2017-09-30,UBS AG,QFII,A股,2459745,0.41%,新进,--,002133
2017-09-30,TORIN JACKSINC.,其它,A股,44700000,17.87%,不变,--,002150
2017-06-30,TORIN JACKS INC.,其它,A股,44700000,17.87%,不变,--,002150
2017-03-31,TORIN JACKS INC.,其它,A股,44700000,17.87%,不变,--,002150
2016-12-31,TORIN JACKS INC.,其它,A股,44700000,17.87%,不变,--,002150
2016-09-30,TORIN JACKSINC.,其它,A股,44700000,17.87%,不变,--,002150
2017-06-30,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,14747907,0.75%,4915969,50.00%,002152
2017-03-31,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,9831938,0.75%,-597500,-5.73%,002152
2016-12-31,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,10429438,0.80%,不变,--,002152
2016-09-30,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,10429438,0.81%,不变,--,002152
2017-09-30,CAPITAL HARVEST TECHNOLOGY LIMITED,其它,A股,153119691,28.87%,不变,--,002158
2017-09-30,UBS AG,QFII,A股,1062762,0.20%,新进,--,002158
2017-06-30,CAPITAL HARVEST TECHNOLOGY LIMITED,其它,A股,153119691,28.87%,-7300000,-4.55%,002158
2017-03-31,CAPITAL HARVEST TECHNOLOGY LIMITED,其它,A股,160419691,30.25%,不变,--,002158
2016-12-31,CAPITAL HARVEST TECHNOLOGY LIMITED,其它,A股,160419691,30.25%,-800000,-0.50%,002158
2016-09-30,CAPITAL HARVEST TECHNOLOGY LIMITED,其它,A股,161219691,30.40%,不变,--,002158
2017-03-31,MORGAN STANLEY & CO.INTERNATIONAL PLC.,QFII,A股,1899077,1.44%,115000,6.45%,002199
2016-12-31,MORGAN STANLEY & CO. INTERNATIONAL PLC.,QFII,A股,1784077,1.36%,新进,--,002199
2017-09-30,Z&P ENTERPRISES LLC,其它,A股,288723974,19.62%,不变,--,002203
2017-06-30,Z&P ENTERPRISES LLC,其它,A股,288723974,19.62%,不变,--,002203
2017-03-31,Z&P ENTERPRISES LLC,其它,A股,288723974,19.98%,-419470166,-59.23%,002203
2016-12-31,Z&P ENTERPRISES LLC,其它,A股,708194140,49.02%,419470166,145.28%,002203
2016-09-30,Z&P ENTERPRISES LLC,其它,A股,288723974,19.67%,不变,--,002203
2017-09-30,EAST JOY ASIA LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2017-09-30,CHAMP DAY INVESTMENT LIMITED,投资公司,A股,72000000,12.62%,不变,--,002216
2017-09-30,SUPER SMART HOLDINGS LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2017-06-30,EAST JOY ASIA LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2017-06-30,SUPER SMART HOLDINGS LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2017-06-30,CHAMP DAY INVESTMENT LIMITED,投资公司,A股,72000000,12.62%,不变,--,002216
2017-03-31,SUPER SMART HOLDINGS LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2017-03-31,CHAMP DAY INVESTMENT LIMITED,投资公司,A股,72000000,12.62%,不变,--,002216
2017-03-31,EAST JOY ASIA LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2016-12-31,SUPER SMART HOLDINGS LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2016-12-31,CHAMP DAY INVESTMENT LIMITED,投资公司,A股,72000000,12.62%,不变,--,002216
2016-12-31,EAST JOY ASIA LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2016-09-30,EAST JOY ASIA LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2016-09-30,SUPER SMART HOLDINGS LIMITED,其它,A股,72000000,12.62%,不变,--,002216
2016-09-30,CHAMP DAY INVESTMENT LIMITED,投资公司,A股,72000000,12.62%,不变,--,002216
2017-03-31,CITIGROUP GLOBAL MARKETS LIMITED,QFII,A股,7984500,1.05%,-2916000,-26.75%,002233
2017-03-31,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",QFII,A股,2900000,0.38%,新进,--,002233
2016-12-31,CITIGROUP GLOBAL MARKETS LIMITED,QFII,A股,10900500,1.44%,不变,--,002233
2017-09-30,BILTING DEVELOPMENTS LIMITED,其它,A股,129924090,16.94%,不变,--,002242
2017-06-30,BILTING DEVELOPMENTS LIMITED ,其它,A股,129924090,16.98%,不变,--,002242
2017-03-31,BILTING DEVELOPMENTS LIMITED,其它,A股,129924090,16.98%,不变,--,002242
2016-12-31,BILTING DEVELOPMENTS LIMITED,其它,A股,129924090,16.98%,不变,--,002242
2016-09-30,BILTING DEVELOPMENTS LIMITED,其它,A股,129924090,16.98%,不变,--,002242
2017-09-30,RAAS CHINA LIMITED,其它,A股,1509120000,34.29%,不变,--,002252
2017-06-30,RAAS CHINA LIMITED,其它,A股,1509120000,34.29%,187200000,14.16%,002252
2017-03-31,RAAS CHINA LIMITED ,其它,A股,1321920000,31.37%,不变,--,002252
