日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,HKSCC NOMINEES LIMITED,其它,H股,1314910949,11.93%,2200,0.00%,000002
2017-06-30,HKSCC NOMINEES LIMITED,其它,H股,1314908749,11.93%,-22600,0.00%,000002
2017-03-31,HKSCC NOMINEES LIMITED,其它,H股,1314931349,11.93%,-1000,0.00%,000002
2016-12-31,HKSCC NOMINEES LIMITED,其它,H股,1314932349,11.93%,208894,0.02%,000002
2016-09-30,HKSCC NOMINEES LIMITED,其它,H股,1314723455,11.93%,-203100,-0.02%,000002
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,15272911,0.64%,1992119,15.00%,000012
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,13280792,0.64%,不变,--,000012
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,13280792,0.64%,不变,--,000012
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,13280792,0.64%,新进,--,000012
2017-09-30,HOLY TIME GROUP LIMITED,其它,B股,56049824,2.33%,不变,--,000016
2017-09-30,"GAOLING FUND,L.P.",其它,B股,52801250,2.19%,不变,--,000016
2017-09-30,CSI Capital Management Limited,其它,B股,20050928,0.83%,不变,--,000016
2017-06-30,HOLY TIME GROUP LIMITED,其它,B股,56049824,2.33%,不变,--,000016
2017-06-30,"GAOLING FUND,L.P.",其它,B股,52801250,2.19%,不变,--,000016
2017-06-30,CSI Capital Management Limited,其它,B股,20050928,0.83%,不变,--,000016
2017-03-31,HOLY TIME GROUP LIMITED,其它,B股,56049824,2.33%,不变,--,000016
2017-03-31,"GAOLING FUND,L.P.",其它,B股,52801250,2.19%,不变,--,000016
2017-03-31,CSI Capital Management Limited,其它,B股,20050928,0.83%,不变,--,000016
2016-12-31,HOLY TIME GROUP LIMITED,其它,B股,56049824,2.33%,77900,0.14%,000016
2016-12-31,"GAOLING FUND,L.P.",其它,B股,52801250,2.19%,不变,--,000016
2016-12-31,CSI Capital Management Limited,其它,B股,20050928,0.83%,不变,--,000016
2016-09-30,HOLY TIME GROUP LIMITED,其它,B股,55971924,2.32%,不变,--,000016
2016-09-30,"GAOLING FUND,L.P.",其它,B股,52801250,2.19%,不变,--,000016
2016-09-30,CSI Capital Management Limited,其它,B股,20050928,0.83%,不变,--,000016
2017-09-30,STYLE-SUCCESS LIMITED,其它,B股,92970910,9.14%,不变,--,000018
2017-06-30,STYLE-SUCCESS LIMITED,其它,B股,92970910,9.14%,不变,--,000018
2017-03-31,STYLE-SUCCESS LIMITED,其它,B股,92970910,9.14%,不变,--,000018
2016-12-31,STYLE-SUCCESS LIMITED,其它,B股,92970910,9.14%,不变,--,000018
2016-09-30,STYLE-SUCCESS LIMITED,其它,B股,92970910,14.48%,不变,--,000018
2016-09-30,KGI ASIA LIMITED,证券公司,B股,4691274,0.73%,-300000,-6.01%,000018
2017-09-30,GOOD HOPE CORNER INVESTMENTS LTD,投资公司,B股,12700000,4.49%,不变,--,000020
2017-06-30,GOOD HOPE CORNER INVESTMENTS LTD,投资公司,B股,12700000,4.49%,不变,--,000020
2017-03-31,GOOD HOPE CORNER INVESTMENTS LTD,投资公司,B股,12700000,4.49%,不变,--,000020
2016-12-31,GOOD HOPE CORNER INVESTMENTS LTD,投资公司,B股,12700000,4.49%,-1200000,-8.63%,000020
2016-09-30,GOOD HOPE CORNER INVESTMENTS LTD,投资公司,B股,13900000,4.91%,不变,--,000020
2017-12-31,CMBLSA RE FTIF TEMPLETON ASIAN GRW FD GTI 5496,其它,B股,47914954,7.43%,不变,--,000022
2017-12-31,NORGES BANK,QFII,B股,2802863,0.43%,不变,--,000022
2017-12-31,VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,2617518,0.41%,新进,--,000022
2017-12-31,CANADA POST CORPORATION REGISTERED PENSION PLAN,其它,B股,1579096,0.24%,-52300,-3.21%,000022
2017-09-30,CMBLSA RE FTIF TEMPLETON ASIAN GRW FD GTI 5496,其它,B股,47914954,7.44%,不变,--,000022
2017-09-30,NORGES BANK,QFII,B股,2802863,0.43%,不变,--,000022
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,2617518,0.41%,不变,--,000022
2017-09-30,CANADA POST CORPORATION REGISTERED PENSION PLAN,其它,B股,1631396,0.25%,不变,--,000022
2017-09-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,基金管理公司,B股,1530596,0.24%,新进,--,000022
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1317877,0.20%,新进,--,000022
2017-06-30,CMBLSA RE FTIF TEMPLETON ASIAN GRW FDGTI 5496,其它,B股,47914954,7.44%,不变,--,000022
2017-06-30,NORGES BANK,QFII,B股,2802863,0.43%,1142301,68.79%,000022
2017-06-30,BBH A/C VANGUARD EMERGING MARKETSSTOCK INDEX FUND,其它,B股,2617518,0.41%,不变,--,000022
2017-06-30,CANADA POST CORPORATION REGISTERED PENSION PLAN,其它,B股,1631396,0.25%,新进,--,000022
2017-06-30,TEMPLETON ASIAN GROWTH FUND,其它,B股,1628170,0.25%,-257000,-13.63%,000022
2017-03-31,CMBLSA RE FTIF TEMPLETON ASIAN GRW FDGTI 5496,其它,B股,47914954,7.43%,不变,--,000022
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,2617518,0.41%,不变,--,000022
2017-03-31,TEMPLETON ASIAN GROWTH FUND,其它,B股,1885170,0.29%,不变,--,000022
2017-03-31,NORGES BANK,QFII,B股,1660562,0.26%,不变,--,000022
2016-12-31,CMBLSA RE FTIF TEMPLETON ASIAN GRW FD GTI 5496,其它,B股,47914954,7.43%,不变,--,000022
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,2617518,0.41%,不变,--,000022
2016-12-31,TEMPLETON ASIAN GROWTH FUND,其它,B股,1885170,0.29%,-649688,-25.63%,000022
2016-12-31,NORGES BANK,QFII,B股,1660562,0.26%,不变,--,000022
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1198904,0.54%,-42536,-3.43%,000025
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1241440,0.56%,284700,29.76%,000025
2017-03-31,KGI ASIA LIMITED,证券公司,B股,2603506,1.18%,-1387763,-34.77%,000025
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,956740,0.43%,-131464,-12.08%,000025
2016-12-31,KGI ASIA LIMITED,证券公司,B股,3991269,1.81%,-3232400,-44.75%,000025
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1088204,0.49%,1000,0.09%,000025
2016-09-30,KGI ASIA LIMITED,证券公司,B股,7223669,3.28%,-73748,-1.01%,000025
2016-09-30,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,1087204,0.49%,-10928,-1.00%,000025
2017-09-30,HTHK/CMG FSGUFP-CMG FIRSTSTATE CHINA GROWTH FD,其它,B股,8732491,2.41%,不变,--,000028
2017-09-30,TARGET VALUE FUND,其它,B股,6086518,1.68%,637286,11.69%,000028
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,4594095,1.27%,104724,2.33%,000028
2017-09-30,VALUE PARTNERS CLASSIC FUND,其它,B股,3038918,0.84%,不变,--,000028
2017-06-30,HTHK/CMG FSGUFP-CMG FIR STSTATE CHINA GROWTH FD,其它,B股,8732491,2.41%,不变,--,000028
2017-06-30,TARGET VALUE FUND,其它,B股,5449232,1.50%,361715,7.11%,000028
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4489371,1.24%,110114,2.51%,000028
2017-06-30,VALUE PARTNERS CLASSIC FUND,其它,B股,3038918,0.84%,新进,--,000028
2017-03-31,HTHK/CMG FSGUFP-CMG FIRST STATE CHINA GROWTH FD,其它,B股,8732491,2.41%,477435,5.78%,000028
2017-03-31,TARGET VALUE FUND,其它,B股,5087517,1.40%,295603,6.17%,000028
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4379257,1.21%,-147135,-3.25%,000028
2016-12-31,HTHK/CMG FSGUFP-CMG FIR STSTATE CHINA GROWTH FD,其它,B股,8255056,2.86%,706937,9.37%,000028
2016-12-31,TARGET VALUE FUND,其它,B股,4791914,1.66%,1550115,47.82%,000028
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4526392,1.57%,-549254,-10.82%,000028
2016-12-31,VALUE PARTNERS CLASSIC FUND,其它,B股,3808966,1.32%,-1321387,-25.76%,000028
2016-09-30,HTHK/CMG FSGUFP-CMG FIRSTSTATE CHINA GROWTH FD,其它,B股,7548119,2.62%,不变,--,000028
2016-09-30,VALUE PARTNERS CLASSIC FUND,其它,B股,5130353,1.78%,465746,9.98%,000028
2016-09-30,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,5075646,1.76%,667377,15.14%,000028
2016-09-30,TARGET VALUE FUND,其它,B股,3241799,1.13%,新进,--,000028
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,1015683,0.10%,不变,--,000029
2017-06-30,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,1015683,0.10%,不变,--,000029
2017-03-31,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,1015683,0.10%,不变,--,000029
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,1015683,0.10%,不变,--,000029
2016-09-30,GUOTAI JUNAN SECURITIES (HONGKONG) LIMITED,证券公司,B股,1015683,0.10%,新进,--,000029
2016-09-30,UBS AG,QFII,A股,13528346,0.75%,-456000,-3.26%,000031
2017-09-30,HONG KONG NAM HOI(INTERNATIONAL)LTD,其它,B股,92123248,15.28%,不变,--,000037
2017-09-30,BOCI SECURITIES LIMITED,证券公司,B股,8360627,1.39%,-938000,-10.09%,000037
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,3649690,0.61%,-256850,-6.57%,000037
2017-06-30,BOCI SECURITIES LIMITED,证券公司,B股,9298627,1.54%,1300900,16.27%,000037
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,3906540,0.65%,-276575,-6.61%,000037
2017-03-31,BOCI SECURITIES LIMITED,证券公司,B股,7997727,1.33%,不变,--,000037
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4183115,0.69%,-461473,-9.94%,000037
2016-12-31,BOCI SECURITIES LIMITED,证券公司,B股,7997727,1.33%,3594713,81.64%,000037
2016-12-31,GUOTAIJUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4644588,0.77%,-209730,-4.32%,000037
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,4854318,0.81%,不变,--,000037
2016-09-30,BOCI SECURITIES LIMITED,证券公司,B股,4403014,0.73%,不变,--,000037
2017-09-30,UBS AG,QFII,A股,509512,0.65%,191067,60.00%,000038
2017-06-30,UBS AG,QFII,A股,318445,0.65%,新进,--,000038
2016-09-30,MERRILL LYNCH INTERNATIONAL,QFII,A股,230212,0.61%,新进,--,000038
2017-03-31,MORGAN STANLEY & CO INTERNATIONAL PLC,QFII,B股,1653914,0.33%,-1246900,-42.98%,000045
2016-12-31,MORGAN STANLEY & CO.INTERNATIONAL PLC.,QFII,B股,2900814,0.57%,不变,--,000045
2016-09-30,MORGAN STANLEY & CO. INTERNATIONAL PLC,QFII,B股,2900814,0.57%,不变,--,000045
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,48582727,4.11%,-1162573,-2.34%,000055
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,49745300,4.39%,16524228,49.74%,000055
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,33221072,4.39%,-202732,-0.61%,000055
2017-03-31,KGI ASIA LIMITED,证券公司,B股,6184859,0.82%,新进,--,000055
2016-12-31,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,33423804,4.42%,-1022424,-2.97%,000055
2016-12-31,Haitong International Securities Company Limited-Account Client,其它,B股,6257441,0.83%,新进,--,000055
2016-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,34446228,4.56%,-687118,-1.96%,000055
2017-09-30,BOCI SECURITIES LIMITED,证券公司,B股,16990844,3.21%,不变,--,000056
2017-06-30,BOCI SECURITIES LIMITED,证券公司,B股,16990844,3.21%,不变,--,000056
2017-03-31,BOCI SECURITIES LIMITED,证券公司,B股,16990844,3.21%,不变,--,000056
2016-12-31,BOCI SECURITIES LIMITED,证券公司,B股,16990844,3.21%,不变,--,000056
2016-09-30,BOCI SECURITIES LIMITED,证券公司,B股,16990844,3.21%,8495404,100.00%,000056
2017-03-31,NORGES BANK,QFII,B股,1890226,0.24%,不变,--,000058
2016-12-31,NORGES BANK,QFII,B股,1890226,0.24%,不变,--,000058
2016-09-30,NORGES BANK,QFII,B股,1890226,0.24%,不变,--,000058
2017-06-30,UBS AG,QFII,A股,23739579,0.95%,新进,--,000066
2017-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,53430961,2.61%,14992446,39.00%,000089
2017-09-30,UBS AG,QFII,A股,53158848,2.59%,23742080,80.71%,000089
2017-09-30,GIC PRIVATE LIMITED,QFII,A股,18574007,0.91%,新进,--,000089
2017-06-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,38438515,1.87%,1897671,5.19%,000089
2017-06-30,UBS AG,QFII,A股,29416768,1.43%,1584278,5.69%,000089
2017-03-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,36540844,1.78%,-7197519,-16.46%,000089
2017-03-31,UBS AG,QFII,A股,27832490,1.36%,-20618788,-42.56%,000089
2016-12-31,UBS AG,QFII,A股,48451278,2.36%,-20361692,-29.59%,000089
2016-12-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,43738363,2.13%,10577254,31.90%,000089
2016-12-31,MERRILL LYNCH INTERNATIONAL,QFII,A股,12819897,0.63%,-8000014,-38.42%,000089
2016-09-30,UBS AG,QFII,A股,68812970,3.36%,-14636235,-17.54%,000089
2016-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,33161109,1.62%,14264659,75.49%,000089
2016-09-30,MERRILL LYNCH INTERNATIONAL,QFII,A股,20819911,1.02%,100,0.00%,000089
2016-12-31,CITIGROUP GLOBAL MARKETS LIMITED ,QFII,A股,27924295,0.89%,新进,--,000338
2017-06-30,UBS AG,QFII,A股,7776230,0.58%,-14992243,-65.85%,000401
2017-03-31,UBS AG,QFII,A股,22768473,1.69%,8612502,60.84%,000401
2016-12-31,UBS AG,QFII,A股,14155971,1.05%,2339227,19.80%,000401
2016-09-30,UBS AG,QFII,A股,11816744,0.88%,1037521,9.63%,000401
2017-03-31,UBS AG,QFII,A股,4282656,0.77%,新进,--,000404
2017-12-31,TITONI INVESTMENTS DEVELOPMENT LTD.,其它,B股,94204942,14.94%,不变,--,000418
2017-12-31,"GAOLING FUND,L.P.",其它,B股,23664125,3.75%,不变,--,000418
2017-12-31,GREENWOODS CHINA ALPHA MASTER FUND,其它,B股,17787068,2.82%,不变,--,000418
2017-09-30,TITONI INVESTMENTS DEVELOPMENT LTD.,其它,B股,94204942,14.96%,不变,--,000418
2017-09-30,"GAOLING FUND,L.P.",其它,B股,23664125,3.76%,不变,--,000418
2017-09-30,GREENWOODS CHINA ALPHA MASTER FUND,其它,B股,17787068,2.83%,-59726,-0.33%,000418
2017-06-30,TITONI INVESTMENTS DEVELOPMENT LTD.,其它,B股,94204942,14.96%,不变,--,000418
2017-06-30,"GAOLING FUND,L.P.",其它,B股,23664125,3.76%,1274574,5.69%,000418
2017-06-30,GREENWOODS CHINA ALPHA MASTER FUND,其它,B股,17846794,2.83%,不变,--,000418
2017-03-31,TITONI INVESTMENTS DEVELOPMENT LTD.,其它,B股,94204942,14.96%,不变,--,000418
2017-03-31,"GAOLING FUND,L.P.",其它,B股,22389551,3.56%,695095,3.20%,000418
2017-03-31,GREENWOODS CHINA ALPHA MASTER FUND,其它,B股,17846794,2.83%,不变,--,000418
2017-03-31,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,6537874,1.04%,不变,--,000418
2016-12-31,TITONI INVESTMENTS DEVELOPMENT LTD.,其它,B股,94204942,14.96%,不变,--,000418
2016-12-31,"GAOLING FUND,L.P.",其它,B股,21694456,3.45%,不变,--,000418
2016-12-31,GREENWOODS CHINA ALPHA MASTER FUND,其它,B股,17846794,2.83%,不变,--,000418
2016-12-31,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,6537874,1.04%,1020674,18.50%,000418
2017-09-30,MERRILL LYNCH INTERNATIONAL,QFII,A股,7322509,1.12%,不变,--,000423
2017-06-30,MERRILL LYNCH INTERNATIONAL,QFII,A股,7322509,1.12%,不变,--,000423
2017-03-31,MERRILL LYNCH INTERNATIONAL,QFII,A股,7322509,1.12%,-810000,-9.96%,000423
2016-12-31,MERRILL LYNCH INTERNATIONAL,QFII,A股,8132509,1.24%,新进,--,000423
2017-09-30,PERSHING LLC,其它,B股,18744850,2.29%,不变,--,000429
2017-09-30,MATTHEWS CHINA DIVIDEND FUND,其它,B股,9341406,1.14%,1016400,12.21%,000429
2017-09-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,8853611,1.08%,-204390,-2.26%,000429
2017-09-30,PRUSIK UMBRELLA UCITS FUND PLC,其它,B股,8028796,0.98%,新进,--,000429
2017-06-30,PERSHING LLC,其它,B股,18744850,2.29%,不变,--,000429
2017-06-30,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,9058001,1.11%,-1913861,-17.44%,000429
2017-06-30,MATTHEWS CHINA DIVIDEND FUND,其它,B股,8325006,1.02%,126525,1.54%,000429
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,6541331,0.80%,不变,--,000429
2017-06-30,DBS VICKERS(HONGKONG)LTD A/C CLIENTS,证券公司,B股,5641654,0.69%,新进,--,000429
2017-03-31,PERSHING LLC,其它,B股,18744850,2.29%,4132588,28.28%,000429
2017-03-31,GUOTAI JUNAN SECURITIES(HONGKONG) LIMITED,证券公司,B股,10971862,1.34%,280794,2.63%,000429
2017-03-31,MATTHEWS CHINA DIVIDEND FUND,其它,B股,8198481,1.00%,336600,4.28%,000429
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,6541331,0.80%,不变,--,000429
2016-12-31,PERSHING LLC,其它,B股,14612262,1.79%,2248885,18.19%,000429
2016-12-31,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,证券公司,B股,10691068,1.31%,-2124114,-16.57%,000429
2016-12-31,MATTHEWS CHINA DIVIDEND FUND,其它,B股,7861881,0.96%,835700,11.89%,000429
2016-12-31,BBHA/C VANGUARD EMERGING MARKETSSTOCK INDEX FUND,其它,B股,6541331,0.80%,不变,--,000429
2016-09-30,GUOTAI JUNANSECURITIES(HONGKONG)LIMITED,证券公司,B股,12815182,1.57%,8487380,196.11%,000429
2016-09-30,PERSHING LLC,其它,B股,12363377,1.51%,新进,--,000429
2016-09-30,MATTHEWS CHINA DIVIDEND,QFII,A股,7026181,0.86%,新进,--,000429
2016-09-30,BBH A/C VANGUARDEMERGING MARKETS STOCKINDEX FUND,其它,A股,6541331,0.80%,2123900,48.08%,000429
2017-09-30,HKSCC NOMINEES LIMITED,其它,H股,248769250,12.90%,-356000,-0.14%,000488
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8608238,0.45%,不变,--,000488
2017-06-30,HKSCC NOMINEES LIMITED,其它,H股,249125250,12.92%,-1985500,-0.79%,000488
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8608238,0.45%,不变,--,000488
2017-03-31,HKSCC NOMINEES LIMITED,其它,H股,251110750,13.02%,-44600,-0.02%,000488
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8608238,0.45%,不变,--,000488
2016-12-31,HKSCC NOMINEES LIMITED,其它,H股,251155350,13.02%,-5652550,-2.20%,000488
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8608238,0.45%,不变,--,000488
2016-12-31,"LSV EMERGING MARKETS EQUITY FUND,L.P.",其它,B股,6102800,0.32%,新进,--,000488
2016-09-30,HKSCC NOMINEES LIMITED,其它,H股,256807900,13.32%,-9206000,-3.46%,000488
2016-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,8608238,0.45%,不变,--,000488
2017-09-30,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,8346335,1.25%,不变,--,000501
2017-06-30,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,8346335,1.25%,1926077,30.00%,000501
2017-03-31,TEMASEK FULLERTON ALPHA PTE LTD,QFII,A股,6420258,1.27%,新进,--,000501
2017-09-30,MORGAN STANLEY & CO. INTERNATIO NAL PLC.,QFII,A股,6185681,1.99%,不变,--,000504
2017-06-30,MORGAN STANLEY & CO. INTERNATIO NAL PLC.,QFII,A股,6185681,1.99%,不变,--,000504
2017-03-31,MORGAN STANLEY & CO.,QFII,A股,6185681,1.99%,不变,--,000504
2016-12-31,MORGAN STANLEY & CO.INTERNATIONAL PLC.,QFII,A股,6185681,1.99%,新进,--,000504
2017-03-31,MORGAN STANLEY & CO. INTERNATIONAL PLC.,QFII,A股,3077618,0.40%,-19200,-0.62%,000507
2016-12-31,MORGAN STANLEY&CO.INTERN ATIONAL PLC.,QFII,A股,3096818,0.40%,新进,--,000507
2017-09-30,NORGES BANK,QFII,B股,4546432,0.60%,不变,--,000521
2017-06-30,NORGES BANK,QFII,B股,4546432,0.60%,不变,--,000521
2017-03-31,NORGES BANK,QFII,B股,4546432,0.60%,330000,7.83%,000521
2016-12-31,NORGES BANK,QFII,B股,4216432,0.56%,不变,--,000521
2016-09-30,NORGES BANK,QFII,B股,4216432,0.56%,不变,--,000521
2016-09-30,DEUTSCHE BANK AKTIENGESELLSCHAFT,QFII,A股,3323610,0.44%,新进,--,000521
2017-09-30,SANYO ELECTRIC CO LTD,其它,B股,73503150,8.86%,不变,--,000530
2017-06-30,SANYO ELECTRIC CO LTD,其它,B股,73503150,8.86%,21000900,40.00%,000530
2017-03-31,SANYO ELECTRIC CO LTD,其它,B股,52502250,10.19%,不变,--,000530
2017-03-31,BOIC SECURITIES LIMITED,其它,B股,3162744,0.61%,不变,--,000530
2016-12-31,SANYO ELECTRIC CO LTD,其它,B股,52502250,10.19%,不变,--,000530
2016-12-31,BOIC SECURITIES LIMITED,其它,B股,3162744,0.61%,新进,--,000530
2016-09-30,SANYO ELECTRIC CO LTD,其它,B股,52502250,10.20%,不变,--,000530
2017-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,16613688,0.50%,-871156,-4.98%,000539
2017-06-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,17484844,0.52%,不变,--,000539
2017-06-30,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,15322336,0.46%,不变,--,000539
2017-03-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,17484844,0.52%,不变,--,000539
2017-03-31,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,15322336,0.46%,不变,--,000539
2017-03-31,NOMURA SINGAPORE LIMITED,其它,B股,12599843,0.38%,不变,--,000539
2016-12-31,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,17484844,0.52%,不变,--,000539
2016-12-31,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,15322336,0.46%,不变,--,000539
2016-12-31,NOMURA SINGAPORE LIMITED,其它,B股,12599843,0.38%,不变,--,000539
2016-09-30,BBH A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND,其它,B股,17484844,0.52%,1809700,11.55%,000539
2016-09-30,NORGES BANK,QFII,B股,16235358,0.48%,-1973960,-10.84%,000539
2016-09-30,CHINA INT'L CAPITAL CORP HONG KONG SECURITIES LTD,证券公司,B股,15322336,0.46%,不变,--,000539
2016-09-30,NOMURA SINGAPORE LIMITED,其它,B股,12599843,0.38%,新进,--,000539
2017-09-30,DBS VICKERS(HONGKONG) LTD A/CCLIENTS,证券公司,B股,23645755,1.88%,不变,--,000541
2017-06-30,DBS VICKERS(HONGKONG)LTD A/C CLIENTS,证券公司,B股,23645755,1.88%,不变,--,000541
2017-03-31,DBS VICKERS(HONG KONG) LTD A/C,证券公司,B股,23645755,1.88%,90000,0.38%,000541
2016-12-31,DBS VICKERS(HONG KONG) LTD A/C CLIENTS,证券公司,B股,23555755,1.87%,不变,--,000541
2016-09-30,DBS VICKERS(HONG KONG) LTD A/C CLIENTS,证券公司,B股,23555755,1.87%,41400,0.18%,000541
2017-09-30,JPMBLSA RE FTIF TEMPLETON CHINA FUND GTI 5497,其它,B股,5848450,0.68%,不变,--,000550
2017-09-30,"GAOLING FUND,L.P.",其它,B股,5439086,0.63%,不变,--,000550
2017-09-30,INVESCO FUNDS SICAV,基金管理公司,B股,5035746,0.58%,552390,12.32%,000550
2017-09-30,"TEMPLETON DRAGON FUND,INC.",投资公司,B股,4887508,0.57%,-29200,-0.59%,000550
2017-09-30,TEMPLETON GBL INVSTMTTRST-TMPLTN EMGNG MKTS SMALL CAP FD,其它,B股,3948718,0.46%,新进,--,000550
2017-06-30,JPMBLSA RE FTIF TEMPLETON CHINA FUND GTI 5497,其它,B股,5848450,0.68%,不变,--,000550
2017-06-30,"GAOLING FUND,L.P.",其它,B股,5439086,0.63%,不变,--,000550
2017-06-30,"TEMPLETON DRAGON FUND,INC.",投资公司,B股,4916708,0.57%,不变,--,000550
2017-06-30,INVESCO FUNDS SICAV,基金管理公司,B股,4483356,0.52%,110726,2.53%,000550
2017-03-31,JPMBLSA RE FTIF TEMPLETON CHINA FUND GTI 5497,其它,B股,5848450,0.68%,-24000,-0.41%,000550
2017-03-31,"GAOLING FUND,L.P.",其它,B股,5439086,0.63%,不变,--,000550
2017-03-31,"TEMPLETON DRAGON FUND,INC.",投资公司,B股,4916708,0.57%,新进,--,000550
2017-03-31,INVESCO FUNDS SICAV,基金管理公司,B股,4372630,0.51%,新进,--,000550
2016-12-31,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,6338080,0.74%,92500,1.48%,000550
2016-12-31,JPMBLSA RE FTIF TEMPLETON CHINA FUND GTI 5497,其它,B股,5872450,0.68%,不变,--,000550
2016-12-31,"GAOLING FUND,L.P.",其它,B股,5439086,0.63%,不变,--,000550
2016-09-30,BILL & MELINDA GATES FOUNDATION TRUST,QFII,A股,6245580,0.72%,新进,--,000550
2016-09-30,JPMBLSA RE FTIF TEMPLETON CHINA FUND GTI 5497,其它,B股,5872450,0.68%,-154400,-2.56%,000550
2016-09-30,"GAOLING FUND,L.P.",其它,B股,5439086,0.63%,不变,--,000550
