日期,股东人数(户),较上期变化(%),人均流通股(股),较上期变化(%),筹码集中度,股价(元),人均持股金额(元),前十大股东持股合计(%),前十大流通股东持股合计(%),公司代码
2017-09-30,33.15万,-12.58,5.1万,14.39,非常集中,11.11,57万,65.25,63.78,000001
2017-06-30,37.92万,2.16,4.5万,-2.11,非常集中,9.39,42万,65.24,63.77,000001
2017-03-31,37.12万,6.28,4.6万,-5.91,非常集中,9.17,42万,65.00,63.53,000001
2017-02-28,34.93万,-0.25,4.8万,15.92,非常集中,9.48,46万,--,--,000001
2016-12-31,35.01万,2.88,4.2万,-2.80,非常集中,9.10,38万,65.18,50.39,000001
2016-09-30,34.03万,-0.06,4.3万,0.06,非常集中,9.07,39万,65.34,50.55,000001
2016-06-30,34.05万,-0.29,4.3万,24.31,非常集中,8.70,37万,65.27,50.49,000001
2016-03-31,34.15万,-1.62,3.5万,1.65,非常集中,10.64,37万,65.55,50.50,000001
2016-02-29,34.71万,4.27,3.4万,-4.10,非常集中,9.56,33万,--,--,000001
2015-12-31,33.29万,-7.02,3.5万,7.55,非常集中,11.99,43万,66.06,50.95,000001
2017-09-30,20.90万,-19.10,5.3万,23.61,非常集中,26.25,138万,68.53,68.53,000002
2017-07-31,25.83万,2.03,4.3万,-1.99,非常集中,23.37,100万,--,--,000002
2017-06-30,25.32万,-22.51,4.4万,29.05,非常集中,24.97,109万,64.92,64.92,000002
2017-03-31,32.67万,-3.71,3.4万,3.86,非常集中,20.58,69万,57.25,57.25,000002
2017-02-28,33.93万,0.96,3.2万,-0.95,非常集中,20.53,67万,--,--,000002
2016-12-31,33.61万,4.52,3.3万,-4.32,非常集中,20.55,67万,57.40,57.40,000002
2016-09-30,32.16万,-41.18,3.4万,70.02,非常集中,26.17,90万,55.31,55.31,000002
2016-07-31,54.67万,100.98,2.0万,-50.24,非常集中,17.14,35万,--,--,000002
2016-06-30,27.20万,-0.02,4.1万,0.05,非常集中,24.43,99万,55.42,55.42,000002
2016-03-31,27.21万,-0.03,4.0万,0.00,非常集中,24.43,99万,55.42,55.42,000002
2017-09-30,1.24万,-24.22,6697.1,31.97,非常集中,24.07,16万,58.00,57.47,000004
2017-06-30,1.63万,57.16,5074.9,-36.37,非常集中,25.65,13万,54.00,53.15,000004
2017-03-31,1.04万,2.58,7975.7,-2.52,非常集中,36.00,29万,53.35,52.50,000004
2016-12-31,1.01万,-20.23,8181.8,25.37,非常集中,44.90,37万,53.89,53.02,000004
2016-09-30,1.27万,10.12,6526.2,-9.19,非常集中,37.46,24万,51.09,50.12,000004
2016-06-30,1.15万,-0.28,7186.5,0.28,非常集中,36.83,26万,52.04,51.14,000004
2016-03-31,1.16万,4.26,7166.7,-4.09,非常集中,36.83,26万,52.04,51.14,000004
2015-12-31,1.11万,-26.02,7472.0,33.71,非常集中,45.90,34万,51.78,50.95,000004
2015-09-30,1.50万,17.06,5588.3,-14.57,非常集中,25.36,14万,51.39,51.39,000004
2015-07-30,1.28万,17.43,6541.5,-14.84,非常集中,29.01,19万,--,--,000004
2018-02-28,12.94万,-0.49,7349.3,0.49,非常集中,3.82,3万,--,--,000005
2018-01-31,13.01万,-1.08,7313.2,1.10,非常集中,4.03,3万,--,--,000005
2018-01-15,13.15万,-0.07,7233.9,0.07,非常集中,4.21,3万,--,--,000005
2017-12-29,13.16万,-0.17,7228.8,0.17,非常集中,4.14,3万,--,--,000005
2017-11-30,13.18万,-1.05,7216.8,1.06,非常集中,4.20,3万,--,--,000005
2017-11-15,13.32万,-2.25,7141.0,2.30,非常集中,4.64,3万,--,--,000005
2017-10-13,13.63万,0.39,6980.2,-0.39,非常集中,5.20,4万,--,--,000005
2017-09-30,13.57万,0.00,7007.7,0.00,非常集中,5.05,4万,30.87,24.38,000005
2017-09-29,13.57万,-1.79,7007.7,1.82,非常集中,5.05,4万,--,--,000005
2017-09-15,13.82万,3.80,6882.5,-3.66,非常集中,5.23,4万,--,--,000005
2017-09-30,8.05万,-2.37,1.7万,2.42,非常集中,9.85,16万,41.06,41.06,000006
2017-06-30,8.24万,4.07,1.6万,-3.89,非常集中,8.81,14万,40.94,40.94,000006
2017-03-31,7.92万,-2.00,1.7万,2.04,非常集中,8.28,14万,41.38,41.38,000006
2017-02-28,8.08万,-3.87,1.7万,4.03,非常集中,8.78,15万,--,--,000006
2016-12-31,8.41万,1.94,1.6万,-1.92,非常集中,9.45,15万,40.86,40.86,000006
2016-09-30,8.25万,1.54,1.6万,-1.51,非常集中,9.66,16万,42.04,42.04,000006
2016-08-15,8.12万,6.84,1.7万,-6.40,非常集中,8.55,14万,--,--,000006
2016-07-31,7.60万,-2.48,1.8万,2.54,非常集中,7.43,13万,--,--,000006
2016-07-15,7.79万,-1.78,1.7万,1.81,非常集中,7.64,13万,--,--,000006
2016-06-30,7.94万,-1.12,1.7万,1.51,非常集中,7.37,12万,41.83,41.83,000006
2017-09-30,1.45万,-1.55,2.1万,1.58,非常集中,16.66,36万,48.42,38.54,000007
2017-06-30,1.47万,3.97,2.1万,44.28,非常集中,15.87,33万,45.50,35.54,000007
2017-03-31,1.41万,-3.19,1.5万,3.30,非常集中,23.81,35万,45.50,35.54,000007
2016-12-31,1.46万,-29.98,1.4万,42.81,非常集中,25.63,36万,45.50,35.54,000007
2016-09-30,2.08万,-5.25,9887.0,5.54,非常集中,24.32,24万,46.22,36.04,000007
2016-06-30,2.20万,-0.06,9368.0,0.15,非常集中,23.79,22万,39.34,29.01,000007
2016-03-31,2.20万,-0.23,9354.2,0.23,非常集中,23.79,22万,39.34,29.01,000007
2015-12-31,2.21万,62.97,9332.6,-38.67,非常集中,23.79,22万,39.34,29.01,000007
2015-09-30,1.35万,-0.29,1.5万,0.29,非常集中,29.17,44万,43.93,33.88,000007
2015-06-30,1.36万,3.75,1.5万,-3.58,非常集中,29.17,44万,43.93,33.88,000007
2017-09-30,6.43万,-16.14,3.1万,18.63,非常集中,9.03,28万,45.18,33.48,000008
2017-06-30,7.67万,-3.84,2.6万,3.42,非常集中,7.28,19万,42.23,30.35,000008
2017-03-31,7.98万,9.22,2.5万,23.09,非常集中,8.74,22万,42.23,30.38,000008
2016-12-31,7.30万,2.76,2.0万,-2.66,非常集中,9.32,19万,42.24,27.85,000008
2016-09-30,7.11万,13.60,2.1万,-11.97,非常集中,9.69,20万,42.63,30.11,000008
2016-06-30,6.26万,-15.33,2.4万,17.89,非常集中,10.89,26万,46.58,33.64,000008
2016-03-31,7.39万,-10.27,2.0万,160.74,非常集中,10.81,22万,48.42,35.49,000008
2015-12-31,8.24万,130.78,7773.0,-56.71,非常集中,11.78,9万,59.72,7.78,000008
2015-09-30,3.57万,252.62,1.8万,-14.93,非常集中,8.30,15万,59.68,9.85,000008
2015-06-30,1.01万,-1.68,2.1万,1.71,非常集中,26.87,57万,59.68,15.06,000008
2018-01-31,18.65万,-0.69,1.1万,0.70,非常集中,6.34,7万,--,--,000009
2018-01-15,18.78万,1.56,1.1万,-1.53,非常集中,6.75,8万,--,--,000009
2017-12-29,18.49万,0.12,1.1万,-0.12,非常集中,7.23,8万,--,--,000009
2017-12-15,18.47万,-0.10,1.1万,0.10,非常集中,7.29,8万,--,--,000009
2017-11-30,18.49万,-0.12,1.1万,0.12,非常集中,7.60,9万,--,--,000009
2017-11-15,18.51万,-0.34,1.1万,0.34,非常集中,7.76,9万,--,--,000009
2017-10-31,18.57万,-0.67,1.1万,0.67,非常集中,8.15,9万,--,--,000009
2017-10-13,18.70万,-0.14,1.1万,0.14,非常集中,8.91,10万,--,--,000009
2017-09-30,18.72万,0.00,1.1万,0.00,非常集中,8.99,10万,21.60,21.01,000009
2017-09-29,18.72万,-1.60,1.1万,1.63,非常集中,8.99,10万,--,--,000009
2017-09-30,5.42万,-5.86,9629.7,6.22,非常集中,5.35,5万,41.41,15.34,000010
2017-06-30,5.76万,-2.42,9065.5,2.48,非常集中,5.05,5万,42.32,14.27,000010
2017-03-31,5.90万,4.16,8845.7,22.90,非常集中,6.78,6万,42.32,14.42,000010
2016-12-31,5.67万,27.02,7197.6,-21.27,非常集中,7.69,6万,44.34,11.34,000010
2016-09-30,4.46万,5.57,9142.1,-5.28,非常集中,8.41,8万,44.34,11.56,000010
2016-06-30,4.23万,2.99,9651.5,-2.91,非常集中,7.83,8万,44.70,12.60,000010
2016-03-31,4.10万,-2.59,9940.3,2.65,非常集中,8.33,8万,46.82,13.23,000010
2015-12-31,4.21万,-9.72,9683.3,10.77,非常集中,10.10,10万,46.82,12.75,000010
2015-09-30,4.67万,32.88,8742.0,-14.29,非常集中,6.17,5万,47.49,17.10,000010
2015-06-30,3.51万,72.62,1.0万,-42.07,非常集中,10.81,11万,48.48,9.61,000010
2017-09-30,4.13万,-16.61,5900.2,19.92,非常集中,19.40,11万,66.51,7.70,000011
2017-06-30,4.95万,8.34,4920.0,-7.70,较集中,20.00,10万,66.48,7.68,000011
2017-03-31,4.57万,1.33,5330.2,-1.31,非常集中,16.22,9万,66.54,7.77,000011
2017-02-28,4.51万,-5.12,5401.0,5.40,非常集中,17.20,9万,--,--,000011
2016-12-31,4.75万,15.53,5124.6,-13.44,非常集中,18.73,10万,66.56,7.76,000011
2016-09-30,4.11万,-8.05,5920.5,8.75,非常集中,16.99,10万,66.54,7.68,000011
2016-06-30,4.47万,-2.50,5443.9,2.56,非常集中,13.39,7万,66.23,7.38,000011
2016-03-31,4.59万,5.27,5307.9,-5.01,非常集中,14.23,8万,65.44,6.53,000011
2016-02-29,4.36万,13.55,5587.6,-11.94,非常集中,12.70,7万,--,--,000011
2015-12-31,3.84万,-8.99,6344.9,9.88,非常集中,14.52,9万,65.52,6.67,000011
2018-02-15,15.65万,0.25,1.5万,-0.25,非常集中,7.78,12万,--,--,000012
2018-01-31,15.61万,-2.28,1.5万,2.33,非常集中,8.72,13万,--,--,000012
2018-01-15,15.97万,-3.38,1.5万,3.50,非常集中,8.72,13万,--,--,000012
2017-12-31,16.53万,1.35,1.4万,-1.34,非常集中,8.45,12万,--,--,000012
2017-12-15,16.31万,-1.49,1.5万,1.51,非常集中,8.37,12万,--,--,000012
2017-11-30,16.56万,-0.68,1.4万,0.69,非常集中,9.19,13万,--,--,000012
2017-11-15,16.67万,1.09,1.4万,-1.08,非常集中,8.86,13万,--,--,000012
2017-10-31,16.49万,-0.91,1.4万,0.91,非常集中,8.28,12万,--,--,000012
2017-10-15,16.64万,3.74,1.4万,-3.61,非常集中,8.40,12万,--,--,000012
2017-09-30,16.04万,-4.57,1.5万,4.79,非常集中,8.33,12万,31.34,31.34,000012
2017-12-15,2.15万,-2.02,9393.0,2.06,非常集中,12.17,11万,--,--,000014
2017-11-30,2.19万,7.14,9203.1,-6.67,非常集中,12.60,12万,--,--,000014
2017-11-15,2.05万,-2.13,9860.4,2.18,非常集中,16.00,16万,--,--,000014
2017-10-31,2.09万,-2.16,9650.5,2.21,非常集中,16.46,16万,--,--,000014
2017-10-13,2.14万,-1.28,9442.2,1.29,非常集中,16.84,16万,--,--,000014
2017-09-30,2.16万,-4.50,9321.8,4.71,非常集中,16.75,16万,55.24,55.24,000014
2017-09-15,2.27万,6.68,8902.2,-6.26,非常集中,17.30,15万,--,--,000014
2017-08-31,2.12万,-0.40,9496.9,0.40,非常集中,16.95,16万,--,--,000014
2017-08-15,2.13万,-4.51,9458.6,4.73,非常集中,17.00,16万,--,--,000014
2017-07-31,2.23万,-4.84,9031.7,5.08,非常集中,16.78,15万,--,--,000014
2018-02-28,8.92万,-0.60,2.7万,0.60,非常集中,5.98,16万,--,--,000016
2018-02-15,8.97万,-0.05,2.7万,0.05,非常集中,5.77,15万,--,--,000016
2018-01-31,8.98万,1.34,2.7万,-1.33,非常集中,6.94,19万,--,--,000016
2018-01-15,8.86万,-2.56,2.7万,2.63,非常集中,6.41,17万,--,--,000016
2017-12-15,9.09万,-0.65,2.6万,0.66,非常集中,6.00,16万,--,--,000016
2017-11-30,9.15万,-1.34,2.6万,1.35,非常集中,6.20,16万,--,--,000016
2017-11-15,9.28万,-0.40,2.6万,0.40,非常集中,7.01,18万,--,--,000016
2017-10-31,9.31万,-0.15,2.6万,0.15,非常集中,6.04,16万,--,--,000016
2017-10-15,9.33万,-0.69,2.6万,0.69,非常集中,5.93,15万,--,--,000016
2017-09-30,9.39万,-1.68,2.6万,1.70,非常集中,5.74,15万,41.19,41.19,000016
2017-09-30,5.24万,-6.94,1.1万,7.46,非常集中,7.81,8万,23.75,23.75,000017
2017-06-30,5.63万,-4.76,9792.1,5.00,非常集中,8.76,9万,22.37,22.37,000017
2017-03-31,5.91万,2.12,9326.1,-2.08,非常集中,10.29,10万,21.80,21.80,000017
2016-12-31,5.79万,8.50,9524.0,-7.83,非常集中,12.60,12万,21.63,21.63,000017
2016-09-30,5.34万,3.43,1.0万,-3.32,非常集中,10.50,11万,21.59,21.59,000017
2016-06-30,5.16万,-2.54,1.1万,2.61,非常集中,10.61,11万,22.23,22.23,000017
2016-03-31,5.29万,7.94,1.0万,-7.35,非常集中,12.49,13万,22.32,22.32,000017
2015-12-31,4.90万,7.79,1.1万,-7.23,非常集中,13.90,16万,20.68,20.68,000017
2015-09-30,4.55万,6.38,1.2万,-5.99,非常集中,8.27,10万,21.93,21.93,000017
2015-06-30,4.28万,22.32,1.3万,-18.24,非常集中,19.20,25万,19.33,19.33,000017
2017-09-30,7.33万,21.75,1.4万,-17.86,非常集中,7.89,11万,56.80,18.32,000018
2017-06-30,6.02万,4.91,1.7万,-4.65,非常集中,7.57,13万,56.16,18.04,000018
2017-03-31,5.74万,-4.28,1.8万,4.47,非常集中,10.28,18万,55.93,17.70,000018
2016-12-31,5.99万,8.20,1.7万,46.45,非常集中,10.70,18万,56.15,18.02,000018
2016-09-30,5.54万,2.07,1.2万,-2.03,非常集中,9.95,12万,64.64,15.07,000018
2016-06-30,5.43万,104.19,1.2万,86.00,非常集中,12.17,14万,65.06,16.07,000018
2016-03-31,2.66万,77.11,6359.1,-43.54,非常集中,49.62,32万,67.29,19.19,000018
2015-12-31,1.50万,11.21,1.1万,-10.14,非常集中,49.20,55万,67.86,20.62,000018
2015-11-30,1.35万,10.61,1.3万,-9.60,非常集中,32.78,41万,--,--,000018
2015-10-31,1.22万,5.83,1.4万,-5.51,非常集中,32.94,46万,--,--,000018
2017-09-30,7.39万,-1.51,6327.8,1.54,非常集中,12.15,8万,37.76,31.96,000019
2017-08-15,7.51万,-0.08,6231.9,0.08,非常集中,11.84,7万,--,--,000019
2017-07-31,7.51万,-0.31,6227.1,0.31,非常集中,11.42,7万,--,--,000019
2017-07-15,7.53万,-2.14,6208.1,2.19,非常集中,11.30,7万,--,--,000019
2017-06-30,7.70万,-4.02,6075.2,14.61,非常集中,12.17,7万,37.78,31.98,000019
2017-06-15,8.02万,12.21,5300.9,-10.88,非常集中,13.92,7万,--,--,000019
2017-05-31,7.15万,--,5948.1,--,非常集中,11.16,7万,--,--,000019
2017-05-15,--,--,--,--,非常分散,12.10,--,--,--,000019
2017-04-30,--,--,--,--,非常分散,13.09,--,--,--,000019
2017-04-15,--,--,--,--,非常分散,15.02,--,--,--,000019
2017-09-30,2.46万,6.90,1.1万,-6.45,非常集中,18.76,22万,56.69,56.69,000020
2017-06-30,2.30万,-1.07,1.2万,1.08,非常集中,19.20,24万,56.54,56.54,000020
2017-03-31,2.33万,-16.09,1.2万,19.17,非常集中,24.03,29万,56.07,56.07,000020
2016-12-31,2.78万,-0.52,1.0万,0.52,非常集中,22.39,23万,55.58,55.58,000020
2016-09-30,2.79万,-19.79,1.0万,24.67,非常集中,21.80,22万,55.77,55.77,000020
2016-06-30,3.48万,-3.53,8139.6,3.66,非常集中,21.72,18万,55.54,55.54,000020
2016-03-31,3.61万,0.05,7852.3,-0.05,非常集中,23.90,19万,55.71,14.78,000020
2015-12-31,3.60万,51.36,7856.0,12.24,非常集中,29.92,24万,54.83,13.90,000020
2015-09-30,2.38万,-21.85,6999.2,27.95,非常集中,13.06,9万,55.90,15.07,000020
2015-06-30,3.05万,33.54,5470.2,-25.12,非常集中,28.03,15万,54.66,13.76,000020
2018-01-15,10.91万,6.05,1.3万,-5.71,非常集中,11.73,16万,--,--,000021
2017-12-29,10.29万,-1.30,1.4万,1.32,非常集中,9.73,14万,--,--,000021
2017-12-15,10.42万,1.29,1.4万,-1.27,非常集中,9.70,14万,--,--,000021
2017-11-30,10.29万,1.20,1.4万,-1.19,非常集中,9.08,13万,--,--,000021
2017-11-15,10.17万,-0.53,1.4万,0.53,非常集中,10.08,15万,--,--,000021
2017-10-31,10.22万,-2.47,1.4万,2.53,非常集中,9.26,13万,--,--,000021
2017-09-30,10.48万,-3.40,1.4万,3.52,非常集中,9.44,13万,55.58,55.58,000021
2017-08-31,10.85万,0.67,1.4万,-0.67,非常集中,9.20,12万,--,--,000021
2017-08-15,10.78万,-1.04,1.4万,1.06,非常集中,8.41,11万,--,--,000021
2017-07-31,10.89万,-1.07,1.3万,1.08,非常集中,8.42,11万,--,--,000021
2018-02-28,3.56万,0.00,1.8万,0.00,非常集中,24.14,44万,--,--,000022
2017-12-31,3.56万,-0.73,1.8万,0.76,非常集中,24.14,44万,76.76,76.76,000022
2017-11-15,3.59万,-1.52,1.8万,1.55,非常集中,24.30,44万,--,--,000022
2017-10-31,3.64万,1.22,1.8万,-1.20,非常集中,25.38,45万,--,--,000022
2017-10-15,3.60万,-1.00,1.8万,1.01,非常集中,26.71,48万,--,--,000022
2017-09-30,3.63万,-2.26,1.8万,2.31,非常集中,25.41,45万,75.41,75.41,000022
2017-09-15,3.72万,-2.07,1.7万,2.11,非常集中,26.77,46万,--,--,000022
2017-08-31,3.80万,-7.70,1.7万,8.34,非常集中,27.85,47万,--,--,000022
2017-08-15,4.11万,-0.76,1.6万,0.77,非常集中,27.08,42万,--,--,000022
2017-07-31,4.14万,-9.99,1.6万,11.10,非常集中,27.99,44万,--,--,000022
2017-09-30,1.20万,15.59,1.2万,-13.49,非常集中,24.20,28万,52.09,52.09,000023
2017-06-30,1.04万,20.86,1.3万,-17.26,非常集中,27.06,36万,52.47,52.47,000023
2017-03-31,8578.00,-0.38,1.6万,0.38,非常集中,28.13,46万,52.31,52.31,000023
2017-02-28,8611.00,-6.22,1.6万,6.63,非常集中,29.86,48万,--,--,000023
2016-12-31,9182.00,-28.57,1.5万,40.00,非常集中,31.77,48万,54.98,54.98,000023
2016-09-30,1.29万,-19.04,1.1万,23.52,非常集中,29.16,31万,53.08,53.08,000023
2016-06-30,1.59万,16.66,8738.3,-14.28,非常集中,25.80,23万,46.67,46.67,000023
2016-03-31,1.36万,0.00,1.0万,0.00,非常集中,30.53,31万,46.00,46.00,000023
2016-02-29,1.36万,-0.07,1.0万,0.07,非常集中,30.53,31万,--,--,000023
2015-12-31,1.36万,-0.34,1.0万,0.35,非常集中,30.53,31万,46.51,46.51,000023
2017-09-30,5.69万,-12.62,3872.7,14.44,较集中,43.17,17万,74.25,48.41,000025
2017-06-30,6.51万,7.90,3384.1,-7.32,较集中,51.74,18万,74.27,48.44,000025
2017-03-31,6.03万,-9.09,3651.5,10.00,较集中,48.07,18万,74.97,49.13,000025
2016-12-31,6.64万,-2.42,3319.4,2.48,较集中,55.27,18万,75.33,49.48,000025
2016-09-30,6.80万,4.99,3239.2,2.00,较集中,64.64,21万,76.91,51.10,000025
2016-06-30,6.48万,-3.05,3175.8,3.15,较集中,73.92,23万,78.08,47.39,000025
2016-03-31,6.68万,-13.01,3078.8,14.95,较集中,72.60,22万,78.87,48.15,000025
2015-12-31,7.68万,31.90,2678.3,-24.18,较分散,83.88,22万,76.52,45.80,000025
2015-09-30,5.82万,337.60,3532.6,-77.15,较集中,50.16,18万,76.91,46.24,000025
2015-06-30,1.33万,-7.57,1.5万,8.18,非常集中,20.66,32万,78.49,48.01,000025
2018-02-28,3.38万,--,1.3万,--,非常集中,10.33,13万,--,--,000026
2018-02-14,--,--,--,--,非常分散,10.03,--,--,--,000026
2018-01-31,--,--,--,--,非常分散,10.84,--,--,--,000026
2018-01-15,--,--,--,--,非常分散,10.55,--,--,--,000026
2017-12-31,3.52万,--,1.2万,--,非常集中,11.42,14万,49.07,49.07,000026
2017-12-29,--,--,--,--,非常分散,11.42,--,--,--,000026
2017-12-15,3.51万,--,1.2万,--,非常集中,10.91,14万,--,--,000026
2017-11-30,--,--,--,--,非常分散,10.70,--,--,--,000026
2017-11-15,3.55万,0.48,1.2万,-0.47,非常集中,11.51,14万,--,--,000026
2017-10-31,3.53万,-1.78,1.2万,1.81,非常集中,11.90,15万,--,--,000026
2018-02-28,12.54万,0.07,3.2万,-0.07,非常集中,5.65,18万,--,--,000027
2018-02-14,12.53万,-0.59,3.2万,0.59,非常集中,5.61,18万,--,--,000027
2018-01-31,12.60万,-0.65,3.1万,0.66,非常集中,6.07,19万,--,--,000027
2018-01-15,12.68万,-0.93,3.1万,0.94,非常集中,6.04,19万,--,--,000027
2017-12-15,12.80万,-0.08,3.1万,0.08,非常集中,6.11,19万,--,--,000027
2017-11-30,12.81万,-0.24,3.1万,0.24,非常集中,6.12,19万,--,--,000027
2017-11-15,12.85万,-0.84,3.1万,0.84,非常集中,6.36,20万,--,--,000027
2017-10-31,12.95万,-1.13,3.1万,1.14,非常集中,6.39,20万,--,--,000027
2017-10-13,13.10万,0.40,3.0万,-0.40,非常集中,6.59,20万,--,--,000027
2017-09-30,13.05万,-0.68,3.0万,0.68,非常集中,6.45,20万,77.22,77.22,000027
2017-09-30,1.52万,29.12,2.4万,-22.55,非常集中,67.67,161万,66.70,53.31,000028
2017-06-30,1.18万,-33.71,3.1万,50.84,非常集中,80.90,249万,66.78,53.31,000028
2017-03-31,1.78万,31.71,2.0万,-4.45,非常集中,75.28,153万,66.73,53.87,000028
2016-12-31,1.35万,1.20,2.1万,-1.18,非常集中,66.90,143万,62.67,42.13,000028
2016-09-30,1.33万,-1.29,2.2万,1.31,非常集中,71.75,155万,62.72,42.18,000028
2016-06-30,1.35万,-17.62,2.1万,21.39,非常集中,65.10,139万,63.43,42.89,000028
2016-03-31,1.64万,10.44,1.8万,-9.46,非常集中,63.78,112万,64.28,43.74,000028
2016-02-29,1.49万,0.00,1.9万,0.00,非常集中,66.15,128万,--,--,000028
2015-12-31,1.49万,-3.89,1.9万,4.05,非常集中,66.15,128万,65.57,45.03,000028
2015-09-30,1.55万,-5.99,1.9万,6.37,非常集中,56.42,105万,65.73,45.20,000028
2017-09-30,7.64万,0.00,1.3万,0.00,非常集中,11.17,15万,65.70,65.70,000029
2017-06-30,7.64万,2.43,1.3万,-2.38,非常集中,11.17,15万,65.70,65.70,000029
2017-03-31,7.46万,-0.02,1.4万,0.02,非常集中,11.17,15万,65.70,65.70,000029
2017-02-28,7.46万,-0.03,1.4万,0.03,非常集中,11.17,15万,--,--,000029
2016-12-31,7.47万,-0.08,1.4万,0.08,非常集中,11.17,15万,65.70,65.70,000029
2016-09-30,7.47万,5.36,1.4万,-5.08,非常集中,11.17,15万,66.40,65.70,000029
2016-06-30,7.09万,-10.55,1.4万,11.80,非常集中,10.40,15万,66.40,66.40,000029
2016-03-31,7.93万,3.29,1.3万,-3.18,非常集中,11.42,15万,65.75,65.75,000029
2016-02-29,7.68万,7.02,1.3万,-6.56,非常集中,8.89,12万,--,--,000029
2015-12-31,7.17万,-12.91,1.4万,14.82,非常集中,12.92,18万,65.99,65.99,000029
2018-01-31,--,--,--,--,非常分散,8.04,--,--,--,000030
2018-01-15,--,--,--,--,非常分散,7.92,--,--,--,000030
2017-12-31,3.40万,--,3.8万,--,非常集中,8.11,31万,--,--,000030
2017-11-30,--,--,--,--,非常分散,8.06,--,--,--,000030
2017-10-15,3.50万,2.04,3.7万,-2.00,非常集中,8.98,33万,--,--,000030
2017-09-30,3.43万,-0.58,3.8万,0.58,非常集中,8.80,33万,70.83,70.83,000030
2017-09-15,3.45万,4.55,3.7万,-4.35,非常集中,9.01,34万,--,--,000030
2017-08-31,3.30万,-4.35,3.9万,4.55,非常集中,9.07,35万,--,--,000030
2017-08-15,3.45万,1.63,3.7万,-1.60,非常集中,9.03,34万,--,--,000030
2017-06-30,3.39万,-0.16,3.8万,0.68,非常集中,8.94,34万,70.82,70.82,000030
2017-10-15,19.15万,0.00,9472.6,0.00,非常集中,8.00,8万,--,--,000031
2017-09-30,19.15万,-0.91,9472.6,0.92,非常集中,8.00,8万,53.01,53.01,000031
2017-06-30,19.32万,-5.25,9386.7,5.54,非常集中,7.53,7万,52.53,52.53,000031
2017-03-31,20.39万,-3.60,8893.6,3.74,非常集中,8.04,7万,51.01,51.01,000031
2017-02-28,21.16万,0.99,8573.4,-0.98,非常集中,8.55,7万,--,--,000031
2016-12-31,20.95万,-2.08,8658.3,2.12,非常集中,8.92,8万,51.45,51.45,000031
2016-09-30,21.39万,-6.18,8478.3,6.59,非常集中,9.43,8万,52.26,52.26,000031
2016-06-30,22.80万,-6.67,7954.1,7.15,非常集中,9.43,8万,52.13,52.13,000031
2016-03-31,24.43万,-4.87,7423.2,5.11,非常集中,11.02,8万,52.03,52.03,000031
2016-02-29,25.68万,2.10,7062.0,-2.06,非常集中,10.56,7万,--,--,000031
2018-02-28,2.38万,0.39,1.2万,-0.39,非常集中,7.94,9万,--,--,000032
2018-02-14,2.37万,-2.50,1.2万,2.57,非常集中,7.62,9万,--,--,000032
2018-01-31,2.43万,0.28,1.1万,-0.28,非常集中,8.53,10万,--,--,000032
2018-01-15,2.42万,-1.64,1.2万,1.67,非常集中,9.79,11万,--,--,000032
2017-12-29,2.46万,-4.49,1.1万,4.70,非常集中,10.06,11万,--,--,000032
2017-12-15,2.58万,-1.40,1.1万,1.42,非常集中,11.20,12万,--,--,000032
2017-11-30,2.62万,2.13,1.1万,-2.09,非常集中,11.76,13万,--,--,000032
2017-11-15,2.56万,-0.65,1.1万,0.65,非常集中,11.61,13万,--,--,000032
2017-10-31,2.58万,-4.07,1.1万,4.24,非常集中,12.17,13万,--,--,000032
2017-10-13,2.69万,1.02,1.0万,-1.01,非常集中,13.26,14万,--,--,000032
2017-09-30,2.85万,-8.30,1.3万,9.05,非常集中,21.60,27万,63.39,21.57,000034
2017-06-30,3.11万,3.44,1.2万,-3.32,非常集中,24.45,28万,64.98,23.87,000034
2017-03-31,3.01万,-5.34,1.2万,5.64,非常集中,24.45,29万,64.98,23.87,000034
2017-02-28,3.18万,13.59,1.1万,-11.96,非常集中,24.62,28万,--,--,000034
2016-12-31,2.80万,24.61,1.3万,-19.75,非常集中,22.32,29万,64.79,23.85,000034
2016-09-30,2.24万,-0.62,1.6万,5.92,非常集中,28.65,46万,64.82,23.82,000034
2016-08-15,2.26万,-0.38,1.5万,0.38,非常集中,29.13,44万,--,--,000034
2016-07-29,2.27万,-10.32,1.5万,11.50,非常集中,28.50,43万,--,--,000034
2016-07-15,2.53万,-18.00,1.3万,21.95,非常集中,28.76,39万,--,--,000034
2016-06-30,3.08万,-3.73,1.1万,3.87,非常集中,22.50,25万,65.78,21.60,000034
2017-11-15,4.03万,-0.39,2.9万,0.39,非常集中,6.72,19万,--,--,000035
2017-09-30,4.04万,0.40,2.9万,-0.40,非常集中,6.72,19万,55.10,46.70,000035
2017-08-31,4.03万,-0.40,2.9万,0.40,非常集中,6.72,19万,--,--,000035
2017-08-15,4.04万,-1.14,2.9万,1.15,非常集中,6.60,19万,--,--,000035
2017-07-31,4.09万,1.43,2.9万,-1.41,非常集中,6.45,18万,--,--,000035
2017-07-15,4.03万,-2.01,2.9万,2.05,非常集中,6.81,20万,--,--,000035
2017-06-30,4.11万,-0.09,2.8万,0.09,非常集中,7.04,20万,56.74,51.06,000035
2017-06-15,4.12万,-1.20,2.8万,1.21,非常集中,6.93,20万,57.81,--,000035
