日期,股东人数(户),较上期变化(%),人均流通股(股),较上期变化(%),筹码集中度,股价(元),人均持股金额(元),前十大股东持股合计(%),前十大流通股东持股合计(%),公司代码
2018-01-31,6.33万,-0.87,4.0万,0.88,非常集中,7.70,31万,--,--,601636
2017-12-29,6.38万,-10.62,3.9万,11.88,非常集中,6.24,25万,--,--,601636
2017-11-30,7.14万,-16.94,3.5万,20.40,非常集中,6.06,21万,--,--,601636
2017-10-31,8.59万,3.43,2.9万,-3.21,非常集中,4.89,14万,--,--,601636
2017-09-30,8.31万,2.17,3.0万,-0.61,非常集中,5.28,16万,50.95,49.69,601636
2017-06-30,8.13万,-10.33,3.0万,11.52,非常集中,4.51,14万,52.38,51.17,601636
2017-03-31,9.07万,-3.49,2.7万,3.62,非常集中,4.42,12万,53.82,52.57,601636
2017-02-28,9.40万,-10.16,2.6万,11.31,非常集中,4.44,12万,--,--,601636
2016-12-31,10.46万,1.23,2.4万,-1.21,非常集中,3.88,9万,52.72,51.41,601636
2016-09-30,10.33万,-13.52,2.4万,15.64,非常集中,3.71,9万,52.70,51.45,601636
2017-09-30,9.94万,7.90,2.4万,-7.32,非常集中,6.66,16万,62.26,62.26,601666
2017-06-30,9.21万,6.37,2.6万,-5.99,非常集中,5.27,14万,60.46,60.46,601666
2017-03-31,8.66万,-7.17,2.7万,7.73,非常集中,5.93,16万,61.13,61.13,601666
2016-12-31,9.33万,-6.67,2.5万,7.15,非常集中,4.87,12万,62.26,61.37,601666
2016-09-30,10.00万,-1.95,2.4万,1.99,非常集中,4.74,11万,63.51,63.51,601666
2016-06-30,10.20万,-3.03,2.3万,3.13,非常集中,4.09,9万,63.51,63.51,601666
2016-03-31,10.52万,-4.10,2.2万,4.28,非常集中,4.23,9万,63.51,63.51,601666
2015-12-31,10.97万,-9.41,2.2万,10.38,非常集中,4.66,10万,63.51,63.51,601666
2015-09-30,12.10万,-15.31,2.0万,18.08,非常集中,4.44,9万,64.64,64.64,601666
2015-06-30,14.29万,9.64,1.7万,-8.79,非常集中,7.57,13万,56.98,56.98,601666
2017-09-30,62.64万,-0.93,4.7万,1.09,非常集中,9.28,44万,70.99,70.99,601668
2017-06-30,63.23万,-14.62,4.7万,17.13,非常集中,9.68,45万,72.74,72.74,601668
2017-03-31,74.06万,-5.10,4.0万,4.46,非常集中,9.20,37万,71.05,71.05,601668
2016-12-31,78.05万,0.69,3.8万,-0.68,非常集中,8.86,34万,73.16,73.15,601668
2016-09-30,77.51万,-7.56,3.9万,8.34,非常集中,6.17,24万,67.77,67.77,601668
2016-06-30,83.85万,-4.71,3.6万,4.94,非常集中,5.32,19万,68.17,68.17,601668
2016-03-31,88.00万,-4.73,3.4万,4.97,非常集中,5.70,19万,67.85,67.85,601668
2015-12-31,92.37万,-15.52,3.2万,18.37,非常集中,6.34,21万,66.45,66.45,601668
2015-09-30,109.33万,-22.68,2.7万,29.54,非常集中,5.78,16万,67.23,67.23,601668
2015-06-30,141.41万,61.47,2.1万,-38.07,非常集中,8.31,18万,59.18,59.18,601668
2017-09-30,31.97万,-7.07,3.0万,7.61,非常集中,8.03,24万,84.23,48.78,601669
2017-06-30,34.41万,-4.78,2.8万,5.03,非常集中,7.92,22万,84.22,48.97,601669
2017-03-31,36.14万,-3.39,2.7万,3.51,非常集中,7.68,20万,82.53,52.32,601669
2016-12-31,37.40万,5.99,2.6万,-5.65,非常集中,7.26,19万,82.79,52.59,601669
2016-10-31,35.29万,-0.09,2.7万,0.09,非常集中,6.79,18万,--,--,601669
2016-09-30,35.32万,1.15,2.7万,-1.14,非常集中,5.98,16万,83.38,53.18,601669
2016-08-31,34.92万,-6.76,2.7万,7.25,非常集中,6.29,17万,--,--,601669
2016-06-30,37.45万,-0.89,2.6万,193.52,非常集中,5.71,15万,83.13,52.93,601669
2016-03-31,37.79万,-3.33,8733.0,3.44,非常集中,6.46,6万,83.36,7.36,601669
2015-12-31,39.09万,-3.55,8442.3,3.69,非常集中,8.03,7万,82.88,6.87,601669
2018-02-28,2.10万,-4.95,2.4万,9.38,非常集中,12.69,30万,--,--,601677
2017-12-31,2.21万,-8.75,2.2万,9.59,非常集中,13.02,28万,51.60,42.21,601677
2017-09-30,2.42万,21.72,2.0万,-17.85,非常集中,13.73,27万,50.43,50.35,601677
2017-06-30,1.99万,-9.40,2.4万,10.38,非常集中,13.64,33万,50.43,50.35,601677
2017-03-31,2.19万,10.76,2.2万,-9.63,非常集中,14.04,31万,49.14,49.06,601677
2017-01-31,1.98万,3.87,2.4万,-3.72,非常集中,14.91,36万,--,--,601677
2016-12-31,1.91万,8.35,2.5万,8.05,非常集中,14.80,37万,49.30,49.30,601677
2016-09-30,1.76万,2.17,2.3万,-2.12,非常集中,16.06,37万,54.57,53.22,601677
2016-06-30,1.72万,-7.75,2.4万,8.40,非常集中,13.34,32万,57.88,56.50,601677
2016-03-31,1.87万,-6.83,2.2万,7.33,非常集中,13.27,29万,58.13,56.77,601677
2018-02-28,4.17万,-5.67,2.8万,6.02,非常集中,9.29,26万,--,--,601678
2017-12-31,4.42万,-4.34,2.7万,4.53,非常集中,8.12,22万,36.72,36.72,601678
2017-09-30,4.62万,6.93,2.6万,-6.48,非常集中,8.76,23万,36.72,36.72,601678
2017-06-30,4.32万,-3.25,2.7万,3.36,非常集中,6.95,19万,36.72,36.72,601678
2017-03-31,4.47万,3.65,2.7万,-3.52,非常集中,7.21,19万,36.72,36.72,601678
2017-02-28,4.31万,9.45,2.8万,-8.64,非常集中,7.23,20万,--,--,601678
2016-12-31,3.94万,-13.82,3.0万,16.03,非常集中,7.29,22万,35.84,35.84,601678
2016-09-30,4.57万,-15.81,2.6万,18.78,非常集中,5.93,15万,37.54,37.54,601678
2016-06-30,5.43万,3.71,2.2万,15.70,非常集中,5.09,11万,37.54,37.54,601678
2016-03-31,5.23万,-0.67,1.9万,0.68,非常集中,6.90,13万,37.54,37.54,601678
2017-09-30,16.21万,4.12,4.4万,-3.96,非常集中,22.62,100万,66.46,66.46,601688
2017-06-30,15.57万,-13.32,4.6万,15.37,非常集中,17.90,82万,67.18,67.18,601688
2017-03-31,17.97万,6.05,4.0万,-5.70,非常集中,16.81,67万,64.71,64.71,601688
2017-02-28,16.94万,-2.79,4.2万,2.87,非常集中,18.15,77万,--,--,601688
2016-12-31,17.43万,9.43,4.1万,-8.61,非常集中,17.86,73万,64.88,64.88,601688
2016-09-30,15.93万,18.61,4.5万,-15.69,非常集中,17.95,81万,65.49,65.49,601688
2016-06-30,13.43万,-12.98,5.3万,14.91,非常集中,18.92,101万,66.45,66.45,601688
2016-03-31,15.43万,-2.61,4.6万,2.68,非常集中,17.11,79万,66.96,66.96,601688
2016-02-29,15.84万,4.56,4.5万,-4.36,非常集中,13.63,62万,--,--,601688
2015-12-31,15.15万,-11.17,4.7万,12.58,非常集中,19.72,93万,67.07,67.07,601688
2017-09-30,2.37万,11.52,7211.1,-10.33,非常集中,28.72,21万,75.22,5.95,601689
2017-06-30,2.12万,-8.56,8041.6,9.36,非常集中,33.49,27万,74.80,5.47,601689
2017-03-31,2.32万,-13.70,7353.3,15.87,非常集中,32.59,24万,79.51,6.21,601689
2016-12-31,2.69万,-23.97,6346.0,31.53,非常集中,29.42,19万,81.47,8.14,601689
2016-09-30,3.54万,21.62,4824.6,-17.78,较集中,28.12,14万,79.81,6.41,601689
2016-06-30,2.91万,-17.73,5867.8,21.55,非常集中,32.95,19万,79.38,5.99,601689
2016-03-31,3.54万,-24.23,4827.6,74.51,较集中,26.42,13万,83.84,10.32,601689
2015-12-31,4.67万,3.17,2766.5,-3.07,较分散,27.85,8万,83.84,10.32,601689
2015-09-30,4.52万,-10.69,2854.1,11.98,较分散,16.57,5万,80.88,0.94,601689
2015-06-30,5.07万,-22.80,2548.9,29.53,较分散,25.18,6万,80.61,0.62,601689
2017-09-30,9.31万,5.07,3.2万,-4.83,非常集中,10.25,33万,67.44,67.44,601699
2017-06-30,8.86万,4.57,3.4万,-4.37,非常集中,7.82,26万,67.09,67.09,601699
2017-03-31,8.47万,1.88,3.5万,-1.84,非常集中,8.87,31万,66.31,66.31,601699
2017-02-28,8.32万,-3.94,3.6万,4.10,非常集中,9.10,33万,--,--,601699
2016-12-31,8.66万,4.60,3.5万,-4.40,非常集中,8.05,28万,66.46,66.46,601699
2016-09-30,8.28万,-9.72,3.6万,10.77,非常集中,8.01,29万,68.11,68.11,601699
2016-06-30,9.17万,-7.73,3.3万,8.37,非常集中,6.54,21万,68.79,68.79,601699
2016-03-31,9.94万,-1.37,3.0万,1.39,非常集中,7.29,22万,69.12,69.12,601699
2015-12-31,10.07万,-8.33,3.0万,9.09,非常集中,6.42,19万,69.31,69.31,601699
2015-09-30,10.99万,-10.66,2.7万,11.94,非常集中,5.92,16万,69.39,69.39,601699
2017-09-30,7.17万,-10.62,1.6万,11.88,非常集中,7.46,12万,59.93,59.93,601700
2017-06-30,8.02万,-1.92,1.4万,1.95,非常集中,5.99,8万,59.94,59.94,601700
2017-03-31,8.18万,0.00,1.4万,0.78,非常集中,8.47,12万,60.15,60.15,601700
2016-12-31,8.18万,-0.86,1.4万,0.87,非常集中,8.47,12万,60.15,60.09,601700
2016-11-24,8.25万,-5.13,1.4万,5.41,非常集中,8.47,12万,60.15,60.09,601700
2016-09-30,8.69万,-9.24,1.3万,10.19,非常集中,7.13,9万,59.00,58.89,601700
2016-06-30,9.58万,-1.49,1.2万,1.51,非常集中,7.29,9万,58.89,58.77,601700
2016-03-31,9.72万,-1.22,1.2万,1.23,非常集中,6.91,8万,58.73,58.65,601700
2015-12-31,9.84万,0.85,1.1万,0.10,非常集中,9.99,11万,59.09,59.01,601700
2015-09-30,9.76万,-6.19,1.1万,6.60,非常集中,6.68,8万,58.70,58.53,601700
2017-09-30,4.93万,0.03,3.3万,-0.03,非常集中,7.78,26万,57.07,52.62,601717
2017-06-30,4.93万,0.05,3.3万,-0.05,非常集中,7.79,26万,57.07,52.62,601717
2017-04-21,4.93万,-1.48,3.3万,1.50,非常集中,7.79,26万,57.07,52.62,601717
2017-03-31,5.00万,-5.48,3.2万,5.79,非常集中,8.58,28万,56.76,52.16,601717
2017-02-28,5.29万,-8.97,3.1万,9.86,非常集中,7.96,24万,--,--,601717
2016-12-31,5.81万,-5.17,2.8万,5.45,非常集中,7.03,20万,55.98,55.98,601717
2016-09-30,6.13万,-3.76,2.6万,3.91,非常集中,5.93,16万,54.31,54.31,601717
2016-07-31,6.37万,-5.07,2.5万,5.34,非常集中,5.60,14万,--,--,601717
2016-06-30,6.71万,10.02,2.4万,-9.11,非常集中,5.70,14万,54.22,54.22,601717
2016-03-31,6.10万,-0.01,2.7万,0.01,非常集中,7.52,20万,55.03,55.03,601717
2018-02-28,15.45万,0.31,2.5万,-0.31,非常集中,5.33,13万,--,--,601718
2018-02-14,15.41万,-1.26,2.5万,1.27,非常集中,5.01,13万,--,--,601718
2018-01-31,15.60万,0.01,2.5万,-0.01,非常集中,6.38,16万,--,--,601718
2018-01-15,15.60万,-0.87,2.5万,0.87,非常集中,6.36,16万,--,--,601718
2017-12-29,15.74万,-1.33,2.5万,1.35,非常集中,6.73,16万,--,--,601718
2017-12-15,15.95万,0.93,2.4万,-0.92,非常集中,6.88,17万,--,--,601718
2017-11-30,15.80万,-0.74,2.4万,0.75,非常集中,6.84,17万,--,--,601718
2017-11-15,15.92万,-1.23,2.4万,1.25,非常集中,7.35,18万,--,--,601718
2017-10-31,16.12万,-1.18,2.4万,1.19,非常集中,7.81,19万,--,--,601718
2017-10-15,16.31万,-0.40,2.4万,0.41,非常集中,8.47,20万,--,--,601718
2017-09-30,34.70万,-8.29,3.7万,9.03,非常集中,8.02,30万,86.98,82.46,601727
2017-06-30,37.84万,2.75,3.4万,-2.68,非常集中,7.57,26万,86.53,82.01,601727
2017-03-31,36.82万,0.00,3.5万,0.00,非常集中,8.42,29万,86.45,81.94,601727
2017-02-28,36.83万,0.00,3.5万,0.00,非常集中,8.42,29万,--,--,601727
2016-12-31,36.83万,2.66,3.5万,-2.59,非常集中,8.42,29万,86.45,81.94,601727
2016-09-30,35.87万,0.01,3.6万,-0.01,非常集中,8.42,30万,86.58,82.06,601727
2016-08-30,35.87万,-5.41,3.6万,5.72,非常集中,8.42,30万,86.92,82.40,601727
2016-06-30,37.92万,-7.20,3.4万,7.76,非常集中,7.56,26万,85.50,85.50,601727
2016-03-31,40.86万,-2.34,3.1万,2.40,非常集中,9.43,30万,85.41,85.41,601727
2016-02-29,41.84万,-1.81,3.1万,1.85,非常集中,8.48,26万,--,--,601727
2017-09-30,92.77万,-4.19,2.9万,4.38,非常集中,9.73,29万,82.26,78.37,601766
2017-06-30,96.83万,-3.80,2.8万,3.95,非常集中,10.12,29万,82.09,78.20,601766
2017-03-31,100.66万,-2.51,2.7万,2.57,非常集中,10.24,28万,80.18,76.29,601766
2017-02-28,103.25万,-3.53,2.6万,3.66,非常集中,10.32,27万,--,--,601766
2016-12-31,107.03万,1.23,2.5万,-1.22,非常集中,9.77,25万,80.14,80.14,601766
2016-09-30,105.73万,-5.62,2.6万,5.95,非常集中,8.96,23万,80.37,80.37,601766
2016-06-30,112.02万,-2.78,2.4万,2.86,非常集中,9.17,22万,80.08,80.08,601766
2016-03-31,115.22万,-3.02,2.4万,3.12,非常集中,10.24,24万,80.08,80.08,601766
2016-02-29,118.81万,-2.44,2.3万,2.50,非常集中,9.33,21万,--,--,601766
2015-12-31,121.79万,-14.91,2.2万,17.52,非常集中,12.85,29万,79.54,79.54,601766
2018-01-31,6.53万,-2.18,1.9万,2.23,非常集中,6.73,13万,--,--,601777
2017-12-31,6.68万,-0.36,1.9万,0.36,非常集中,7.26,13万,--,--,601777
2017-11-30,6.70万,-0.56,1.8万,0.56,非常集中,7.66,14万,--,--,601777
2017-10-31,6.74万,-6.17,1.8万,6.58,非常集中,7.94,15万,--,--,601777
2017-09-30,7.18万,6.73,1.7万,-6.31,非常集中,8.89,15万,56.15,56.15,601777
2017-08-31,6.73万,-1.13,1.8万,1.14,非常集中,8.30,15万,--,--,601777
2017-07-31,6.81万,-2.87,1.8万,2.95,非常集中,7.90,14万,--,--,601777
2017-06-30,7.01万,-2.67,1.8万,2.74,非常集中,8.04,14万,55.21,55.21,601777
2017-05-31,7.20万,1.59,1.7万,-1.56,非常集中,7.98,14万,--,--,601777
2017-04-30,7.09万,-2.89,1.7万,2.97,非常集中,8.07,14万,--,--,601777
2017-09-30,9.59万,-2.39,4.8万,2.45,非常集中,15.53,75万,76.19,76.19,601788
2017-06-30,9.83万,-8.35,4.7万,9.11,非常集中,14.93,70万,77.78,77.78,601788
2017-03-31,10.72万,-2.00,4.3万,2.04,非常集中,15.32,66万,75.58,75.58,601788
2017-02-28,10.94万,2.10,4.2万,-2.05,非常集中,15.92,67万,--,--,601788
2016-12-31,10.72万,-4.49,4.3万,4.70,非常集中,15.99,69万,75.28,75.28,601788
2016-09-30,11.22万,7.80,4.1万,25.13,非常集中,16.24,67万,75.09,75.09,601788
2016-06-30,10.41万,-12.85,3.3万,14.74,非常集中,16.94,56万,71.97,63.36,601788
2016-03-31,11.94万,13.64,2.9万,-12.01,非常集中,19.10,55万,71.69,63.29,601788
2016-01-31,10.51万,8.00,3.3万,-7.40,非常集中,16.31,53万,--,--,601788
2015-12-31,9.73万,-0.82,3.5万,0.82,非常集中,22.94,81万,71.69,63.21,601788
2017-09-30,4.97万,-0.02,2.0万,0.02,非常集中,5.04,10万,45.15,45.15,601789
2017-06-30,4.97万,19.39,2.0万,-16.24,非常集中,4.87,10万,46.42,46.42,601789
2017-03-31,4.17万,-7.16,2.3万,7.71,非常集中,6.89,16万,46.27,46.27,601789
2016-12-31,4.49万,57.71,2.2万,-36.59,非常集中,6.68,15万,47.38,47.38,601789
2016-09-30,2.84万,-0.12,3.4万,0.12,非常集中,6.14,21万,50.05,50.05,601789
2016-07-08,2.85万,0.23,3.4万,-0.23,非常集中,6.14,21万,50.05,50.05,601789
2016-06-30,2.84万,6.56,3.4万,87.69,非常集中,5.78,20万,49.92,49.92,601789
2016-03-31,2.67万,-19.01,1.8万,23.47,非常集中,10.33,19万,51.66,51.66,601789
2015-12-31,3.29万,-26.40,1.5万,51.36,非常集中,12.32,18万,48.15,48.15,601789
2015-09-30,4.47万,104.63,9793.6,-51.13,非常集中,8.98,9万,52.30,46.77,601789
2017-09-30,1.70万,0.95,2.1万,-0.94,非常集中,10.91,23万,68.64,68.64,601798
2017-06-30,1.69万,-7.54,2.1万,8.16,非常集中,11.04,23万,68.64,68.64,601798
2017-03-31,1.83万,-8.51,1.9万,9.30,非常集中,13.51,26万,68.74,68.74,601798
2016-12-31,2.00万,11.17,1.8万,-10.05,非常集中,13.54,24万,69.35,69.35,601798
2016-09-30,1.80万,0.00,2.0万,0.00,非常集中,12.82,25万,69.35,69.35,601798
2016-08-25,1.80万,-6.30,2.0万,6.72,非常集中,12.82,25万,69.35,69.35,601798
2016-06-30,1.92万,-18.49,1.8万,22.68,非常集中,12.23,23万,69.60,69.60,601798
2016-03-31,2.35万,31.07,1.5万,-23.71,非常集中,13.20,20万,68.44,68.44,601798
2015-12-31,1.79万,-3.69,2.0万,3.83,非常集中,14.13,28万,69.07,69.07,601798
2015-09-30,1.86万,-1.29,1.9万,1.30,非常集中,10.75,20万,70.28,70.28,601798
2017-09-30,6054.00,-23.23,4.6万,50.10,非常集中,49.83,227万,70.71,70.71,601799
2017-06-30,7886.00,-33.72,3.0万,50.87,非常集中,44.22,134万,71.48,65.29,601799
2017-03-31,1.19万,-11.57,2.0万,13.09,非常集中,37.85,76万,71.87,65.17,601799
2016-12-31,1.35万,7.61,1.8万,-7.07,非常集中,38.50,69万,71.36,64.02,601799
2016-09-30,1.25万,25.72,1.9万,-20.46,非常集中,41.37,79万,71.36,63.98,601799
2016-06-30,9946.00,-19.37,2.4万,24.03,非常集中,45.82,110万,74.58,74.58,601799
2016-03-31,1.23万,8.77,1.9万,-8.07,非常集中,35.66,69万,74.49,74.49,601799
2016-02-29,1.13万,1.47,2.1万,-1.45,非常集中,24.60,52万,--,--,601799
2015-12-31,1.12万,2.64,2.1万,-2.28,非常集中,37.71,81万,73.67,73.67,601799
2015-09-30,1.09万,17.79,2.2万,-15.11,非常集中,21.84,48万,74.61,74.61,601799
2017-09-30,14.90万,0.40,10.9万,-0.40,非常集中,15.31,166万,95.03,95.03,601800
2017-06-30,14.85万,1.51,10.9万,-1.49,非常集中,15.89,173万,95.28,95.28,601800
2017-03-31,14.62万,2.36,11.1万,-2.30,非常集中,17.91,198万,94.86,94.86,601800
2017-02-28,14.29万,-9.01,11.3万,9.90,非常集中,17.98,204万,--,--,601800
2016-12-31,15.70万,1.95,10.3万,-1.92,非常集中,15.19,156万,95.39,95.39,601800
2016-09-30,15.40万,-5.64,10.5万,5.98,非常集中,11.04,116万,94.88,94.88,601800
2016-06-30,16.32万,-3.39,9.9万,3.51,非常集中,10.53,104万,94.93,94.93,601800
2016-03-31,16.90万,-4.18,9.6万,4.37,非常集中,12.20,117万,94.88,94.88,601800
2016-02-29,17.63万,-2.73,9.2万,2.81,非常集中,10.56,97万,--,--,601800
2015-12-31,18.13万,-10.73,8.9万,12.02,非常集中,13.41,120万,94.67,94.67,601800
2017-09-30,3.37万,19.38,5.9万,-8.45,非常集中,12.18,72万,81.58,81.58,601801
2017-06-30,2.82万,52.06,6.5万,-34.24,非常集中,13.82,89万,81.74,79.10,601801
2017-03-31,1.85万,3.74,9.8万,-3.61,非常集中,16.85,165万,81.40,78.94,601801
2016-12-31,1.79万,23.90,10.2万,-19.29,非常集中,17.57,179万,81.40,78.86,601801
2016-09-30,1.44万,-6.85,12.6万,7.35,非常集中,13.67,172万,81.40,79.04,601801
2016-06-30,1.55万,7.39,11.8万,86.24,非常集中,11.67,137万,87.03,87.03,601801
2016-03-31,1.44万,15.12,6.3万,-13.14,非常集中,25.00,158万,87.30,87.30,601801
2015-12-31,1.25万,0.12,7.3万,-0.12,非常集中,32.68,237万,87.48,87.48,601801
2015-09-30,1.25万,-8.87,7.3万,9.73,非常集中,25.68,187万,89.13,89.13,601801
2015-06-30,1.37万,9.60,6.6万,-8.76,非常集中,29.17,193万,86.23,86.23,601801
2017-09-30,7.15万,-12.49,6.7万,14.27,非常集中,11.35,76万,92.36,92.36,601808
2017-06-30,8.17万,15.93,5.8万,-13.74,非常集中,11.04,64万,92.33,92.33,601808
2017-03-31,7.05万,-1.22,6.8万,1.23,非常集中,12.65,86万,92.92,92.92,601808
2017-02-28,7.14万,-2.54,6.7万,2.61,非常集中,13.51,90万,--,--,601808
2016-12-31,7.32万,-1.64,6.5万,1.67,非常集中,12.83,84万,92.90,92.90,601808
2016-09-30,7.45万,-2.28,6.4万,2.34,非常集中,11.89,76万,92.82,92.82,601808
2016-06-30,7.62万,-3.58,6.3万,3.71,非常集中,12.15,76万,92.81,92.81,601808
2016-03-31,7.90万,-1.52,6.0万,1.54,非常集中,12.98,78万,92.74,92.74,601808
2016-02-29,8.02万,-0.23,5.9万,0.23,非常集中,12.15,72万,--,--,601808
2015-12-31,8.04万,-3.61,5.9万,3.75,非常集中,15.52,92万,92.73,92.73,601808
2017-09-30,3.40万,-18.34,1.9万,45.20,非常集中,14.79,28万,91.78,42.70,601811
2017-06-30,4.17万,-8.09,1.3万,8.80,非常集中,15.56,20万,91.78,34.76,601811
2017-03-31,4.53万,-6.26,1.2万,6.68,非常集中,21.79,26万,91.78,35.26,601811
2017-02-28,4.84万,-7.00,1.1万,7.53,非常集中,21.12,24万,--,--,601811
2016-12-31,5.20万,-3.31,1.0万,3.42,非常集中,22.23,23万,91.74,35.35,601811
2016-09-30,5.38万,--,1.0万,--,非常集中,23.90,24万,92.20,36.21,601811
2016-08-08,--,--,--,--,非常分散,10.25,--,56.21,--,601811
2016-06-30,6.00,--,7365.6万,--,非常集中,--,--,100.00,38.93,601811
2017-09-30,24.07万,-3.44,19.4万,3.56,非常集中,4.05,79万,75.26,75.26,601818
2017-06-30,24.93万,3.60,18.7万,-3.47,非常集中,4.05,76万,75.46,75.46,601818
2017-03-31,24.06万,-2.41,19.4万,2.47,非常集中,4.11,80万,75.65,75.65,601818
2017-02-28,24.65万,-6.23,18.9万,6.65,非常集中,4.14,78万,--,--,601818
2016-12-31,26.29万,-4.45,17.8万,4.66,非常集中,3.91,69万,75.81,75.81,601818
2016-09-30,27.52万,-7.14,17.0万,7.69,非常集中,3.79,64万,75.24,75.24,601818
2016-06-30,29.63万,-6.96,15.8万,7.48,非常集中,3.76,59万,81.08,81.08,601818
2016-03-31,31.85万,--,14.7万,--,非常集中,3.75,55万,80.26,80.26,601818
2016-02-29,--,--,--,--,非常分散,3.40,--,--,--,601818
2015-12-31,34.24万,-10.74,13.6万,12.03,非常集中,4.24,58万,79.50,79.50,601818
2018-01-17,--,--,--,--,非常分散,14.73,--,65.04,--,601828
2018-01-31,29.96万,--,1205.8,--,非常分散,10.07,1万,65.85,--,601838
2017-09-30,54.13万,-3.50,33.8万,3.62,非常集中,7.99,270万,98.58,98.58,601857
2017-06-30,56.09万,-2.30,32.6万,2.35,非常集中,7.69,251万,98.54,98.54,601857
2017-03-31,57.41万,0.69,31.9万,-0.68,非常集中,7.87,251万,98.49,98.49,601857
2017-02-28,57.02万,-1.77,32.1万,1.80,非常集中,8.23,264万,--,--,601857
2016-12-31,58.05万,-1.89,31.5万,1.93,非常集中,7.95,251万,98.54,98.54,601857
2016-09-30,59.17万,-3.17,30.9万,3.27,非常集中,7.22,223万,98.54,98.54,601857
2016-06-30,61.10万,-0.94,30.0万,0.95,非常集中,7.23,217万,98.54,98.54,601857
2016-03-31,61.68万,-1.57,29.7万,1.60,非常集中,7.61,226万,98.52,98.52,601857
2016-02-29,62.67万,-0.05,29.2万,0.05,非常集中,7.28,213万,--,--,601857
2015-12-31,62.70万,-7.33,29.2万,7.91,非常集中,8.35,244万,98.46,98.46,601857
2017-09-30,4.73万,-3.91,2758.1,4.07,较分散,12.60,3万,83.71,0.36,601858
2017-06-30,4.92万,-12.32,2650.2,14.06,较分散,12.52,3万,83.79,0.51,601858
2017-03-31,5.62万,-53.45,2323.6,114.85,较分散,17.74,4万,84.23,0.89,601858
2017-01-18,12.07万,3016550.00,1081.5,--,非常分散,9.85,1万,83.53,--,601858
2016-12-31,4.00,--,--,--,非常分散,--,--,100.00,--,601858
2017-09-30,39.27万,-3.18,3.0万,3.28,非常集中,3.81,11万,79.98,79.98,601866
2017-06-30,40.55万,-3.14,2.9万,3.25,非常集中,3.60,10万,80.06,80.06,601866
2017-03-31,41.87万,-1.29,2.8万,1.30,非常集中,4.13,12万,79.99,79.99,601866
2017-02-28,42.42万,-2.51,2.8万,2.58,非常集中,4.16,11万,--,--,601866
2016-12-31,43.51万,-1.43,2.7万,1.45,非常集中,4.08,11万,80.00,80.00,601866
2016-09-30,44.14万,-4.22,2.6万,4.40,非常集中,3.98,11万,79.92,79.92,601866
2016-06-30,46.08万,-7.62,2.5万,8.25,非常集中,3.96,10万,79.84,79.84,601866
2016-03-31,49.89万,-4.37,2.3万,4.57,非常集中,4.64,11万,80.42,80.42,601866
2016-02-29,52.17万,-7.43,2.2万,8.03,非常集中,4.21,9万,--,--,601866
2015-12-31,56.36万,22.67,2.1万,-18.48,非常集中,7.04,15万,80.82,80.82,601866
2017-09-30,19.63万,0.74,2.4万,-0.73,非常集中,4.95,12万,69.55,58.63,601872
2017-06-30,19.49万,0.00,2.4万,0.00,非常集中,5.16,12万,69.51,58.59,601872
2017-04-28,19.49万,-2.94,2.4万,3.03,非常集中,5.16,12万,69.51,58.59,601872
2017-03-31,20.08万,-1.03,2.4万,1.05,非常集中,5.43,13万,69.17,58.25,601872
2017-02-28,20.29万,-1.29,2.3万,1.31,非常集中,5.30,12万,--,--,601872
2016-12-31,20.56万,-1.77,2.3万,1.80,非常集中,4.94,11万,69.27,58.35,601872
2016-09-30,20.93万,-5.64,2.3万,5.98,非常集中,5.10,12万,71.48,60.57,601872
2016-06-30,22.18万,-7.20,2.1万,7.75,非常集中,4.68,10万,71.40,60.48,601872
2016-03-31,23.90万,2.36,2.0万,-2.30,非常集中,5.13,10万,70.72,59.80,601872
2016-02-29,23.35万,-3.68,2.0万,3.82,非常集中,4.64,9万,--,--,601872
2017-09-30,3.03万,-14.93,4.4万,17.55,非常集中,21.39,93万,69.99,48.68,601877
2017-06-30,3.56万,-11.47,3.7万,12.95,非常集中,20.09,75万,70.51,48.88,601877
2017-03-31,4.02万,1.10,3.3万,-0.75,非常集中,20.09,66万,70.49,48.45,601877
2016-12-31,3.98万,-10.24,3.3万,11.41,非常集中,20.00,66万,78.23,54.60,601877
2016-09-30,4.43万,20.49,3.0万,-17.01,非常集中,22.71,68万,77.26,77.26,601877
2016-06-30,3.68万,-9.43,3.6万,10.80,非常集中,18.85,68万,77.67,77.67,601877
2016-03-31,4.06万,-3.47,3.2万,3.59,非常集中,20.24,65万,77.50,77.50,601877
2015-12-31,4.21万,89.93,3.1万,-47.35,非常集中,25.79,81万,77.49,77.49,601877
2015-09-30,2.22万,-0.22,5.9万,0.22,非常集中,30.62,182万,78.37,78.37,601877
2015-06-30,2.22万,59.97,5.9万,-18.74,非常集中,30.62,181万,78.37,78.37,601877
2018-02-28,9.33万,-6.21,3571.7,6.62,较集中,13.47,5万,--,--,601878
2017-12-31,9.95万,-8.62,3349.9,9.43,较集中,16.62,6万,86.18,0.54,601878
2017-09-30,10.89万,-47.58,3061.2,90.77,较集中,21.30,7万,86.18,0.52,601878
2017-06-30,20.77万,-23.59,1604.6,30.87,非常分散,17.01,3万,86.18,0.37,601878
2017-06-26,27.19万,--,1226.1,--,非常分散,12.17,1万,86.18,--,601878
