2017-09-30,9016301971.07,1366079865.06,15.15%,1191208458.05,13.21%,24709999.08,0.27%,38625.4,0.00%,,--,7650222106.01,84.85%,332591043.3,3.69%,238587454.66,2.65%,6852623.01,0.08%,,--,2089500378.23,345695200.54,16.54%,1743805177.69,83.46%,000088
2017-09-30,13021436127.17,3698389997.7,28.40%,2565330706.78,19.70%,587020573.51,4.51%,6334193.8,0.05%,629165.79,0.00%,9323046129.47,71.60%,7405127136.01,56.87%,230748072.39,1.77%,1142925.06,0.01%,,--,1959629460.73,1954468984.3,99.74%,5160476.43,0.26%,000089
2017-09-30,23673731678.61,20038284147.35,84.64%,3746101971.07,15.82%,614563764.08,2.60%,15115854552.55,63.85%,149394599.34,0.63%,3635447531.26,15.36%,316434662.78,1.34%,127466943.1,0.54%,18950355.99,0.08%,,--,17139209518.18,10880328580.83,63.48%,6258880937.35,36.52%,000090
2017-09-30,2518387732.62,1436371932.99,57.04%,1220115021.75,48.45%,18662780.21,0.74%,25816964.77,1.03%,735563.77,0.03%,1082015799.63,42.96%,69795036.19,2.77%,117137977.36,4.65%,18507616.33,0.73%,,--,147411096.18,122967987.91,83.42%,24443108.27,16.58%,000096
2017-09-30,5640415887.52,1885209905.42,33.42%,339788158.36,6.02%,585055346.75,10.37%,316094303.33,5.60%,25643186.07,0.45%,3755205982.1,66.58%,2992391372.79,53.05%,95913130.78,1.70%,59360035.93,1.05%,,--,2594512344.9,855052065.19,32.96%,1739460279.71,67.04%,000099
2017-09-30,160906413924,85217171991,52.96%,18531230444,11.52%,16695047727,10.38%,12246908635,7.61%,851475127,0.53%,75689241933,47.04%,34239272724,21.28%,6500441619,4.04%,462968117,0.29%,,--,108439093977,73630125481,67.90%,34808968496,32.10%,000100
2017-09-30,7397718049.93,2915238042.54,39.41%,424600101.33,5.74%,764912365.19,10.34%,179659928.35,2.43%,876486042,11.85%,4482480007.39,60.59%,848766478.86,11.47%,668022662.59,9.03%,89802785.3,1.21%,,--,4789085726.02,3582143971.37,74.80%,1206941754.65,25.20%,000150
2017-09-30,2307613736.25,1888079766.74,81.82%,1468387469.12,63.63%,50377575.73,2.18%,91020397.2,3.94%,115896851.45,5.02%,419533969.51,18.18%,68019973.07,2.95%,21528474.3,0.93%,14439334.67,0.63%,,--,1326140335.57,1321300033.81,99.64%,4840301.76,0.36%,000151
2017-09-30,2745166199.31,1467902724.16,53.47%,245630939.91,8.95%,653919494.77,23.82%,360520496.97,13.13%,87054533.13,3.17%,1277263475.15,46.53%,812655871.27,29.60%,120888222.2,4.40%,15265853.6,0.56%,,--,1540226544.44,1443922691.32,93.75%,96303853.12,6.25%,000153
2017-09-30,6204279646.82,3417425774.78,55.08%,705702210.28,11.37%,1246844085.79,20.10%,10578349.4,0.17%,331920824.54,5.35%,2786853872.04,44.92%,2037835438.75,32.85%,11539463.92,0.19%,,--,,--,2697648419.01,1112884880.13,41.25%,1584763538.88,58.75%,000155
2017-09-30,14243725630.67,8217184293.01,57.69%,5108998182.45,35.87%,832334713.9,5.84%,59077885.91,0.41%,72909453.93,0.51%,6026541337.66,42.31%,2520429280.83,17.70%,260447861.85,1.83%,958014817.02,6.73%,,--,3994036122.58,2534346215.49,63.45%,1459689907.09,36.55%,000156
2017-09-30,86117168799.21,64508317585.38,74.91%,10078921014.26,11.70%,23486367564.54,27.27%,9832021444.39,11.42%,386081772.36,0.45%,21608851213.83,25.09%,6070944546.38,7.05%,3897558254.71,4.53%,18792571.56,0.02%,,--,48112738299.1,25801354513.92,53.63%,22311383785.18,46.37%,000157
2017-09-30,11962260165.49,6740626349.43,56.35%,947137977.49,7.92%,1830163257.3,15.30%,1975512138.22,16.51%,1328993947.46,11.11%,5221633816.06,43.65%,1313773332.73,10.98%,245906287.84,2.06%,8292714.24,0.07%,,--,6229357551.83,4783406846.72,76.79%,1445950705.11,23.21%,000158
2017-09-30,3028166575.82,1866263486.21,61.63%,227980844.89,7.53%,98535400.89,3.25%,870518908.58,28.75%,140923957.59,4.65%,1161903089.61,38.37%,379013543.64,12.52%,65180780.28,2.15%,1713976.22,0.06%,,--,899062226.07,783101876.24,87.10%,115960349.83,12.90%,000159
2017-09-30,288672944566.7,,--,75010243618.05,25.98%,1919280208.1,0.66%,,--,,--,,--,1267675895.41,0.44%,115545852.05,0.04%,,--,,--,232391579801.43,,--,,--,000166
2017-12-31,4415328793.21,2277883299.7,51.59%,707856547.34,16.03%,43452497.6,0.98%,597290615.28,13.53%,6174605.74,0.14%,2137445493.51,48.41%,384063841.77,8.70%,183457844.02,4.16%,5046026.58,0.11%,,--,825544420,426641146.66,51.68%,398903273.34,48.32%,000301
2017-09-30,242183276000,163349932000,67.45%,41657437000,17.20%,17360462000,7.17%,23752878000,9.81%,2105052000,0.87%,78833344000,32.55%,22348578000,9.23%,16010089000,6.61%,702846000,0.29%,,--,161929547000,114918493000,70.97%,47011054000,29.03%,000333
2017-09-30,193535944910.69,104420213429.53,53.95%,34791181838.51,17.98%,19403453743.34,10.03%,19784932621.98,10.22%,762288887.65,0.39%,89115731481.16,46.05%,26618108194.56,13.75%,24283215569.97,12.55%,340101601.88,0.18%,,--,139634979584.95,81099012889.53,58.08%,58535966695.42,41.92%,000338
2017-09-30,14463503316.78,12414840503.84,85.84%,831351761.21,5.75%,7637291349.45,52.80%,2886468906.6,19.96%,710110942.99,4.91%,2048662812.94,14.16%,,--,310459265.14,2.15%,13541.21,0.00%,,--,6703586404.01,5981454490.49,89.23%,722131913.52,10.77%,000400
2017-09-30,41733083286.46,11804231042.82,28.29%,3932665193.9,9.42%,1739529825.56,4.17%,1545700420.12,3.70%,983600893.98,2.36%,29928852243.64,71.71%,22542946281.58,54.02%,2804036521.67,6.72%,438688585.45,1.05%,,--,30183123644.95,22516672690.58,74.60%,7666450954.37,25.40%,000401
2017-09-30,115724081464.22,82901352163.85,71.64%,11230348961.8,9.70%,415550790.23,0.36%,62536956120.59,54.04%,5573199223.74,4.82%,32822729300.37,28.36%,2572201964.3,2.22%,601733185.59,0.52%,3221137.34,0.00%,,--,84209818609.31,31422671803.7,37.31%,52787146805.61,62.69%,000402
2017-09-30,1303941109.11,642391224.28,49.27%,112335833.88,8.62%,76871250.33,5.90%,367870242.26,28.21%,13516131.76,1.04%,661549884.83,50.73%,453844729.53,34.81%,70712951.38,5.42%,17698410.62,1.36%,,--,701683653.64,639895841.07,91.19%,61787812.57,8.81%,000403
2017-09-30,9671618668.48,7648428209.48,79.08%,2037392903.41,21.07%,1465948068.63,15.16%,1131600453.92,11.70%,207699624.5,2.15%,2023190459,20.92%,1387692359.24,14.35%,181628740.42,1.88%,4503488.5,0.05%,,--,5613663678.4,5497590168.95,97.93%,116073509.45,2.07%,000404
2017-09-30,5005190079.61,1782183140.39,35.61%,373462623.94,7.46%,342076477.04,6.83%,388534079.7,7.76%,265086859.66,5.30%,3223006939.22,64.39%,867636628.98,17.33%,101094913,2.02%,14572414.15,0.29%,,--,2292448396.16,1927299470.27,84.07%,365148925.89,15.93%,000407
2017-09-30,7640744101.93,3616231816.37,47.33%,1224454754.14,16.03%,715625050.95,9.37%,416115871.43,5.45%,495770662.22,6.49%,4024512285.56,52.67%,3130424041.52,40.97%,317522190.97,4.16%,7875000,0.10%,,--,1650084403.02,1415142103.05,85.76%,234942299.97,14.24%,000408
2017-09-30,6562342273.49,2326027670.01,35.45%,255069616.42,3.89%,404731322.94,6.17%,1007032871.65,15.35%,391481287.16,5.97%,4236314603.48,64.55%,938817324.16,14.31%,1385667255.05,21.12%,34078746.11,0.52%,,--,5334149431.79,4254531635.7,79.76%,1079617796.09,20.24%,000409
2017-12-31,21410684233.2,17083270632.33,79.79%,5839187982.56,27.27%,4909867813.02,22.93%,5504130781.28,25.71%,374558230.02,1.75%,4327413600.87,20.21%,3003514663.24,14.03%,705100892.18,3.29%,31938106.4,0.15%,,--,20389661083.31,18901991127.27,92.70%,1487669956.04,7.30%,000410
2017-09-30,8965376732.72,8116614571.19,90.53%,703678287.71,7.85%,4579361076.82,51.08%,2102107460.25,23.45%,398232426.16,4.44%,848762161.53,9.47%,530599927.08,5.92%,113234464.7,1.26%,25767797.19,0.29%,,--,7111640993.48,7021683459.42,98.74%,89957534.06,1.26%,000411
2017-09-30,48694131849.4,34777296179.41,71.42%,23079862862.63,47.40%,2815556458.91,5.78%,3706559024.47,7.61%,1986345935.58,4.08%,13916835669.99,28.58%,8994418300.94,18.47%,570204643.02,1.17%,18712963.05,0.04%,,--,24464701601.66,11508088171.23,47.04%,12956613430.43,52.96%,000413
2017-09-30,310888215000,57651142000,18.54%,38157510000,12.27%,1520282000,0.49%,484000,0.00%,68108000,0.02%,253237073000,81.46%,183763827000,59.11%,488743000,0.16%,203193000,0.07%,,--,274647096000,70725384000,25.75%,203921712000,74.25%,000415
2017-09-30,929241618.33,665893959.5,71.66%,124658066.2,13.42%,3162912.33,0.34%,36800,0.00%,262841.91,0.03%,263347658.83,28.34%,41108565.81,4.42%,414292.18,0.04%,2022380.83,0.22%,,--,26991116.93,26629120.93,98.66%,361996,1.34%,000416
2017-09-30,9806742858.27,5323566495.73,54.28%,3084672596.07,31.45%,96231649.72,0.98%,1366748294.29,13.94%,273827079.04,2.79%,4483176362.54,45.72%,1734971740.84,17.69%,991793082.79,10.11%,94323467.27,0.96%,,--,5469038728.91,4742891212.74,86.72%,726147516.17,13.28%,000417
2017-12-31,21338421243.67,19564974030.27,91.69%,1588264516.05,7.44%,1736724496.1,8.14%,1980766196.14,9.28%,84346792.38,0.40%,1773447213.4,8.31%,1029668355.84,4.83%,187045347.27,0.88%,22382020.52,0.10%,,--,13120123230.63,13103359395,99.87%,16763835.63,0.13%,000418
2017-09-30,4007475472.85,2070579758.95,51.67%,856824144.86,21.38%,21136401.14,0.53%,309381961.07,7.72%,46007962.37,1.15%,1936895713.9,48.33%,1184251619.64,29.55%,292688359.6,7.30%,159240074.14,3.97%,,--,1845254473.23,1775905721.07,96.24%,69348752.16,3.76%,000419
2017-12-31,6180131201.36,1416978191.61,22.93%,377792373.03,6.11%,134788070.3,2.18%,479568695.12,7.76%,115007856.75,1.86%,4763153009.75,77.07%,2773306320.31,44.87%,228721044.25,3.70%,102455.1,0.00%,,--,3400205941.63,3205216195.76,94.27%,194989745.87,5.73%,000420
2017-09-30,8460512354.35,4535387986.46,53.61%,1934130134.67,22.86%,180775911.61,2.14%,2139168937.45,25.28%,150925516.05,1.78%,3925124367.89,46.39%,2830098705.98,33.45%,109137162.1,1.29%,15594022.56,0.18%,,--,5132928865.72,4520268184.73,88.06%,612660680.99,11.94%,000421
2017-09-30,38170565102.23,12186756476.89,31.93%,4531800383.07,11.87%,655972704.16,1.72%,3994878179.24,10.47%,1661646711.17,4.35%,25983808625.34,68.07%,20832613279.22,54.58%,676962479.94,1.77%,19703004.9,0.05%,,--,32668899600.62,25622570598.17,78.43%,7046329002.45,21.57%,000422
2017-09-30,10918921644.48,8287957483.98,75.90%,1310016915.52,12.00%,535561914.97,4.90%,4147911185.17,37.99%,211503189.17,1.94%,2630964160.5,24.10%,1457234532.26,13.35%,279227276.32,2.56%,33460550.83,0.31%,,--,1880403845.03,1815132088.9,96.53%,65271756.13,3.47%,000423
